;Author;Title;Exist
0;Florin Manea;Bounded Prefix-Suffix Duplication.;both
1;Aleksandrs Belovs;Looking for Pairs that Hard to Separate: A Quantum Approach.;both
2;Tadeusz Dobosz;Finite-State Molecular Computing.;both
3;Jason Eisner;A Class of Rational ;left_only
4;Tullio Ceccherini-Silberstein;Cellular Automata on Regular Rooted Trees.;both
5;Francesca Fiorenzi;Cellular Automata on Regular Rooted Trees.;both
6;Étienne Lozes;Guessing the Buffer Bound for k-Synchronizability.;both
7;Damir Korencic;Enumerated Automata Implementation of String Dictionaries.;both
8;Thomas A. Henzinger;Automata for Specifying Component Interfaces.;both
9;Mathieu Caralp;Trimming Visibly Pushdown Automata.;both
10;Michiel Frishert;FIRE Station: An Environment for Manipulating Finite Automata and Regular Expression Views.;both
11;Michiel Frishert;Combining Regular Expressions with (Near-)Optimal Brzozowski Automata.;both
12;Michiel Frishert;The Effect of Rewriting Regular Expressions on Their Accepting Automata.;both
13;Marcin Piatkowski;The Number of Runs in Sturmian Words.;both
14;Mans Hulden;From Two-Way to One-Way Finite Automata - Three Regular Expression-Based Methods.;both
15;Kees Hemerik;Forest FIRE: A Taxonomy-based Toolkit of Tree Automata and Regular Tree Algorithms.;both
16;Katja Meckel;Nondeterministic State Complexity of Star-Free Languages.;both
17;Franziska Biegler;On Comparing Deterministic Finite Automata and the Shuffle of Words.;both
18;J. Andres Montoya;Looking for Pairs that Hard to Separate: A Quantum Approach.;left_only
19;Edmund Grimley-Evans;Multi-tape Automata for Speech and Language Systems: A Prolog Implementation.;left_only
20;Fabien Coulon;Brute Force Determinization of NFAs by Means of State Covers.;both
21;Meenakshi Paramasivan;Jumping Finite Automata: Characterizations and Complexity.;both
22;Jan Holub;On Parallel Implementations of Deterministic Finite Automata.;both
23;Jan Holub;Finding Common Motifs with Gaps Using Finite Automata.;both
24;Jan Holub;On the Implementation of Compact DAWG's.;left_only
25;Jan Holub;Dynamic Programming - NFA Simulation.;both
26;Jan Holub;Bit Parallelism - NFA Simulation.;both
27;Jan Holub;Implementation of Nondeterministic Finite Automata for Approximate Pattern Matching.;left_only
28;Michael Wehar;Two-Dimensional Pattern Matching Against Basic Picture Languages.;both
29;Yu-Ru Cheng;On-the-Fly Branching Bisimulation Minimization for Compositional Analysis.;both
30;Jean-Marc Champarnaud;Multi-Tilde-Bar Derivatives.;both
31;Jean-Marc Champarnaud;Regular Geometrical Languages and Tiling the Plane.;both
32;Jean-Marc Champarnaud;Small Extended Expressions for Acyclic Automata.;both
33;Jean-Marc Champarnaud;Testing Whether a Binary and Prolongeable Regular Language LIs Geometrical or Not on the Minimal Deterministic Automaton of Pref(L).;both
34;Jean-Marc Champarnaud;Reducing Acyclic Cover Transducers.;both
35;Jean-Marc Champarnaud;Multi-tape Automata with Symbol Classes.;both
36;Jean-Marc Champarnaud;A Class of Rational ;left_only
37;Jean-Marc Champarnaud;Brute Force Determinization of NFAs by Means of State Covers.;both
38;Jean-Marc Champarnaud;Computing the Follow Automaton of an Expression.;both
39;Jean-Marc Champarnaud;From Regular Weighted Expressions to Finite Automata.;both
40;Jean-Marc Champarnaud;Brzozowski's Derivatives Extended to Multiplicities.;left_only
41;Jean-Marc Champarnaud;Implicit Structures to Implement NFA's from Regular Expressions.;left_only
42;Jean-Marc Champarnaud;New Finite Automaton Constructions Based on Canonical Derivatives.;both
43;Jean-Marc Champarnaud;SEA: A Symbolic Environment for Automata Theory.;left_only
44;Jean-Marc Champarnaud;Determinization of Glushkov Automata.;left_only
45;Jean-Marc Champarnaud;Automata and Binary Decision Diagrams.;left_only
46;Jean-Marc Champarnaud;Autographe: A Graphical Version of Automate.;left_only
47;Jean-Marc Champarnaud;A New Quadratic Algorithm to Convert a Regular Expression into an Automaton.;left_only
48;Valérie Murat;A Completion Algorithm for Lattice Tree Automata.;both
49;Daniel Neider;Reachability Games on Automatic Graphs.;both
50;Nathanaël Fijalkow;Stamina: Stabilisation Monoids in Automata Theory.;both
51;Adam Roman;COMPAS - A Computing Package for Synchronization.;both
52;Beatrix Braune;Animation of the Generation and Computation of Finite Automata for Learning Software.;left_only
53;Yanbing Liu;Compressing Regular Expressions' DFA Table by Matrix Decomposition.;left_only
54;Yanbing Liu;A Table Compression Method for Extended Aho-Corasick Automaton.;both
55;Bernard Boigelot;Counting the Solutions of Presburger Equations without Enumerating Them.;both
56;Maciej Troc;Finite-State Molecular Computing.;both
57;Colin de la Higuera;Computing the Expected Edit Distance from a String to a PFA.;both
58;Colin de la Higuera;Learning Stochastic Finite Automata for Musical Style Recognition.;both
59;Robert Glück;A Practical Simulation Result for Two-Way Pushdown Automata.;both
60;Rob J. van Glabbeek;Five Determinisation Algorithms.;both
61;Gonzalo Navarro;Implementation and Application of Automata in String Processing.;both
62;José Oncina;Computing the Expected Edit Distance from a String to a PFA.;both
63;Anguraj Baskar;Dolev-Yao Theory with Associative Blindpair Operators.;both
64;Natalia Kushik;Describing Homing and Distinguishing Sequences for Nondeterministic Finite State Machines via Synchronizing Automata.;both
65;Natalia Kushik;On the Length of Homing Sequences for Nondeterministic Finite State Machines.;both
66;Natalia Kushik;Preset and Adaptive Homing Experiments for Nondeterministic Finite State Machines.;both
67;Vincent Hugot;On Positive TAGED with a Bounded Number of Constraints.;both
68;Vincent Hugot;Loops and Overloops for Tree Walking Automata.;both
69;Pierluigi San Pietro;Deterministic Counter Machines and Parallel Matching Computations.;both
70;Pierluigi San Pietro;Strict Local Testability with Consensus Equals Regularity.;both
71;Tsai-Hung Fan;An Optimal Algorithm for Maximum-Sum Segment and Its Application in Bioinformatics Extended Abstract.;both
72;Ming Li;Information Distance and Its Applications.;both
73;Emanuele Giaquinta;Run-Length Encoded Nondeterministic KMP and Suffix Automata.;both
74;Yuki Ubukata;Towards the Algorithmic Molecular Self-assembly of Fractals by Cotranscriptional Folding.;both
75;Isabelle Tellier;Automata and AB-Categorial Grammars.;both
76;Ruben Urizar;Using Finite State Technology in Natural Language Processing of Basque.;both
77;Jakub Kowalski;Experiments with Synchronizing Automata.;both
78;Andreas Kerren;Visual Exploration of Generation Algorithms for Finite Automata on the Web.;both
79;Andreas Kerren;Animation of the Generation and Computation of Finite Automata for Learning Software.;left_only
80;Xiuming Wu;Implementing Reversed Alternating Finite Automaton (r-AFA) Operations.;left_only
81;Xiuming Wu;Efficient Implementation of Regular Languages Using R-AFA.;left_only
82;Giuseppe Perelli;Solving Parity Games Using an Automata-Based Algorithm.;both
83;Antoine Georgevail;Time Series Forecasting by Finite-State Automata.;left_only
84;Mehryar Mohri;On the Disambiguation of Weighted Automata.;both
85;Mehryar Mohri;A Disambiguation Algorithm for Finite Automata and Functional Transducers.;both
86;Mehryar Mohri;Large-Scale Training of SVMs with Automata Kernels.;both
87;Mehryar Mohri;3-Way Composition of Weighted Finite-State Transducers.;both
88;Mehryar Mohri;OpenFst: A General and Efficient Weighted Finite-State Transducer Library.;both
89;Mehryar Mohri;Factor Automata of Automata and Applications.;both
90;Mehryar Mohri;On the Computation of Some Standard Distances Between Probabilistic Automata.;both
91;Mehryar Mohri;A General Weighted Grammar Library.;both
92;Mehryar Mohri;An Efficient Pre-determinization Algorithm.;both
93;Mehryar Mohri;Edit-Distance of Weighted Automata.;both
94;Mehryar Mohri;p-Subsequentiable Transducers.;both
95;Mehryar Mohri;Generic epsilon -Removal Algorithm for Weighted Automata.;both
96;Mehryar Mohri;A Rational Design for a Weighted Finite-State Transducer Library.;left_only
97;Taro Suzuki;Disambiguation in Regular Expression Matching via Position Automata with Augmented Transitions.;both
98;Taro Suzuki;Hedge Pattern Partial Derivative.;both
99;Klaus Sutner;Invertible Transducers, Iteration and Coordinates.;both
100;Klaus Sutner;The Ehrenfeucht-Mycielski Sequence.;both
101;Klaus Sutner;Reduced Power Automata.;both
102;Klaus Sutner;automata, a Hybrid System for Computational Automata Theory.;both
103;Pierre Ganty;Fixpoint Guided Abstraction Refinement for Alternating Automata.;both
104;Christian Buckl;On the Hardness of Priority Synthesis.;both
105;Franz Jahn;Regular Ideal Languages and Their Boolean Combinations.;both
106;Luca Prigioniero;Boolean Kernels of Context-Free Languages.;both
107;Luca Prigioniero;Non-self-embedding Grammars, Constant-Height Pushdown Automata, and Limited Automata.;both
108;Juraj Sebej;Partitioning a Symmetric Rational Relation into Two Asymmetric Rational Relations.;both
109;Juraj Sebej;Kuratowski Algebras Generated by Prefix-Free Languages.;both
110;Juraj Sebej;Kleene Closure on Regular and Prefix-Free Languages.;both
111;Kevin Knight;Tiburon: A Weighted Tree Automata Toolkit.;both
112;Pierre Wolper;Computing Convex Hulls by Automata Iteration.;both
113;Marinella Sciortino;Nondeterministic Moore Automata and Brzozowski's Algorithm.;left_only
114;Marinella Sciortino;A Challenging Family of Automata for Classical Minimization Algorithms.;both
115;Marinella Sciortino;On Extremal Cases of Hopcroft's Algorithm.;left_only
116;Thomas Genet;A Completion Algorithm for Lattice Tree Automata.;both
117;Christophe Daguin;Time Series Forecasting by Finite-State Automata.;left_only
118;Diana Geneva;Algorithms for Probabilistic and Stochastic Subsequential Failure Transducers.;both
119;Stephan Diehl;Visual Exploration of Generation Algorithms for Finite Automata on the Web.;both
120;Stephan Diehl;Animation of the Generation and Computation of Finite Automata for Learning Software.;left_only
121;Margareta Ackerman;Efficient Enumeration of Regular Languages.;both
122;X. Xiong;Implementing Sequential and Parallel Programs for the Homing Sequence Problem.;left_only
123;Fei Xie;Universality of Hybrid Quantum Gates and Synthesis Without Ancilla Qudits.;both
124;Géraud Sénizergues;LALBLC A Program Testing the Equivalence of dpda's.;left_only
125;Jan Daciuk;Smaller Representation of Finite State Automata.;both
126;Jan Daciuk;An Implementation of Deterministic Tree Automata Minimization.;both
127;Jan Daciuk;Incremental and Semi-incremental Construction of Pseudo-Minimal Automata.;both
128;Jan Daciuk;Comparison of Construction Algorithms for Minimal, Acyclic, Deterministic, Finite-State Automata from Sets of Strings.;both
129;Jan Daciuk;Finite Automata for Compact Representation of Language Models in NLP.;both
130;Jan Daciuk;Experiments with Automata Compression.;both
131;Jan Daciuk;Treatment of Unknown Words.;left_only
132;Galina Jirásková;The Exact Complexity of Star-Complement-Star.;both
133;Galina Jirásková;Nondeterministic Complexity of Operations on Free and Convex Languages.;both
134;Galina Jirásková;Nondeterministic Complexity of Operations on Closed and Ideal Languages.;both
135;Galina Jirásková;On the Square of Regular Languages.;both
136;Galina Jirásková;Kleene Closure on Regular and Prefix-Free Languages.;both
137;Galina Jirásková;On the Boundary of Regular Languages.;both
138;Galina Jirásková;On the State and Computational Complexity of the Reverse of Acyclic Minimal DFAs.;both
139;Galina Jirásková;State Complexity of Concatenation and Complementation of Regular Languages.;both
140;Bin Ma;An Automata Approach to Match Gapped Sequence Tags Against Protein Database.;both
141;Qichao Wang;Weighted Restarting Automata as Language Acceptors.;both
142;Egor Dolzhenko;On Complexity of Two Dimensional Languages Generated by Transducers.;both
143;Jakub Waszczuk;Enhancing Practical TAG Parsing Efficiency by Capturing Redundancy.;both
144;Jinfeng Zan;Deterministic Caterpillar Expressions.;both
145;Jan Antos;Finite Automata for Generalized Approach to Backward Pattern Matching.;both
146;Rusins Freivalds;Quantum Queries on Permutations with a Promise.;both
147;Rusins Freivalds;Amount of Nonconstructivity in Finite Automata.;both
148;Rusins Freivalds;Languages Recognizable by Quantum Finite Automata.;both
149;Pedro J. Moreno;Factor Automata of Automata and Applications.;both
150;Priti Shankar;Compressing XML Documents Using Recursive Finite State Automata.;both
151;Priti Shankar;A Package for the Implementation of Block Codes as Finite Automata.;both
152;Chiara Epifanio;On Lazy Representations and Sturmian Graphs.;both
153;Chiara Epifanio;On the Suffix Automaton with Mismatches.;both
154;Theis Rauhe;Algorithms for Guided Tree Automata.;left_only
155;Stefan Hoffmann;Regularity Conditions for Iterated Shuffle on Commutative Regular Languages.;both
156;Stefan Hoffmann;The Commutative Closure of Shuffle Languages over Group Languages is Regular.;both
157;Stefan Hoffmann;State Complexity of Permutation and Related Decision Problems on Alphabetical Pattern Constraints.;both
158;Stefan Hoffmann;Subword Metrics for Infinite Words.;both
159;Fevzi Belli;Using Regular Grammars for Event-Based Testing.;both
160;A. S. M. Sohidull Islam;On Palindromic Sequence Automata and Applications.;left_only
161;Frédérique Bassino;: A Library to Randomly and Exhaustively Generate Automata.;both
162;Dominique Lavenier;Path-Equivalent Removals of ;left_only
163;Dominique Lavenier;Linear Encoding Scheme for Weighted Finite Automata.;both
164;Jan Strejcek;Deeper Connections Between LTL and Alternating Automata.;both
165;Manuel Baclet;Around Hopcroft's Algorithm.;left_only
166;Ines Klimann;A New Hierarchy for Automaton Semigroups.;both
167;Ines Klimann;Implementing Computations in Automaton (Semi)groups.;both
168;Lila Kari;State Complexity of Overlap Assembly.;both
169;Lila Kari;State Complexity of Catenation Combined with Union and Intersection.;both
170;Lila Kari;Substitutions, Trajectories and Noisy Channels.;both
171;Derick Wood;Shorter Regular Expressions from Finite-State Automata.;both
172;Derick Wood;The Generalization of Generalized Automata: Expression Automata.;both
173;Derick Wood;On Predictive Parsing and Extended Context-Free Grammars.;both
174;Derick Wood;Regularly Extended Two-Way Nondeterministic Tree Automata.;both
175;Derick Wood;Thompson Digraphs: A Characterization.;left_only
176;Derick Wood;Extended Context-Free Grammars and Normal Form Algorithms.;left_only
177;Derick Wood;WIA and Theory and Practice.;left_only
178;Derick Wood;Instruction Computation in Subset Construction.;left_only
179;Agata Savary;Enhancing Practical TAG Parsing Efficiency by Capturing Redundancy.;both
180;Agata Savary;Multiflex: A Multilingual Finite-State Tool for Multi-Word Units.;both
181;Agata Savary;Incremental and Semi-incremental Construction of Pseudo-Minimal Automata.;both
182;Agata Savary;Typographical Nearest-Neighbor Search in a Finite-State Lexicon and Its Application to Spelling Correction.;both
183;Hsueh-I Lu;An Optimal Algorithm for Maximum-Sum Segment and Its Application in Bioinformatics Extended Abstract.;both
184;Jozef Jirásek Jr.;Kuratowski Algebras Generated by Prefix-Free Languages.;left_only
185;Stanley Edward Stevens Jr.;In Vitro Implementation of Finite-State Machines.;left_only
186;José Alves;FAdo and GUItar.;both
187;Wojciech Fraczak;Efficient Computation of Throughput Values of Context-Free Languages.;both
188;Wojciech Fraczak;Reducing Simple Grammars: Exponential Against Highly-Polynomial Time in Practice.;both
189;Wojciech Fraczak;Prime Normal Form and Equivalence of Simple Grammars.;both
190;Wojciech Fraczak;Concatenation State Machines and Simple Functions.;both
191;Wojciech Fraczak;Prime Decompositions of Regular Prefix Codes.;both
192;Emil Lerner;On Synchronizing Automata and Uniform Distribution.;both
193;Richard Edwin Stearns;Complexity of Inferring Local Transition Functions of Discrete Dynamical Systems.;both
194;Bryan Krawetz;State Complexity and the Monoid of Transformations of a Finite Set.;both
195;Mark Daley;Viral Gene Compression: Complexity and Verification.;both
196;Mark Daley;Bag Automata and Stochastic Retrieval of Biomolecules in Solution.;both
197;Miklós Krész;Simulation of Soliton Circuits.;both
198;Ping Liu;Compressing Regular Expressions' DFA Table by Matrix Decomposition.;left_only
199;Ping Liu;A Table Compression Method for Extended Aho-Corasick Automaton.;both
200;Akio Fujiyoshi;A Simple Extension to Finite Tree Automata for Defining Sets of Labeled, Connected Graphs.;both
201;Akio Fujiyoshi;A Practical Algorithm for the Uniform Membership Problem of Labeled Multidigraphs of Tree-Width 2 for Spanning Tree Automata.;both
202;Akio Fujiyoshi;Recognition of Labeled Multidigraphs by Spanning Tree Automata.;both
203;Akio Fujiyoshi;Recognition of a Spanning Tree of Directed Acyclic Graphs by Tree Automata.;both
204;Akio Fujiyoshi;Combination of Context-Free Grammars and Tree Automata for Unranked and Ranked Trees.;both
205;Akio Fujiyoshi;Deterministic Recognition of Trees Accepted by a Linear Pushdown Tree Automaton.;both
206;Ryo Yoshinaka;Enumeration of Cryptarithms Using Deterministic Finite Automata.;both
207;Ludovic Mignot;The Bottom-Up Position Tree Automaton and Its Compact Version.;both
208;Ludovic Mignot;On the Hierarchy of Block Deterministic Languages.;both
209;Ludovic Mignot;Multi-Tilde-Bar Derivatives.;both
210;Ludovic Mignot;Small Extended Expressions for Acyclic Automata.;both
211;Kevin Stier;Ambiguity Hierarchies for Weighted Tree Automata.;both
212;Masayuki Takeda;Compressed Automata for Dictionary Matching.;both
213;Masayuki Takeda;A Run-Time Efficient Implementation of Compressed Pattern Matching Automata.;both
214;Masayuki Takeda;Ternary Directed Acyclic Word Graphs.;both
215;Laurent Bartholdi;A New Hierarchy for Automaton Semigroups.;both
216;Denis Béchet;Categorial Grammars with Iterated Types form a Strict Hierarchy of k-Valued Languages.;both
217;Alexander Szabari;State Complexity of Concatenation and Complementation of Regular Languages.;both
218;S. P. Suresh;Dolev-Yao Theory with Associative Blindpair Operators.;both
219;Marek A. Perkowski;Universality of Hybrid Quantum Gates and Synthesis Without Ancilla Qudits.;both
220;Jacobie Mouton;Memoized Regular Expressions.;both
221;Magnus Steinby;Syntax-Directed Translations and Quasi-alphabetic Tree Bimorphisms.;both
222;Yuri Velinov;On the Software Design of Cellular Automata Simulators for Ecological Modeling.;both
223;Yuri Velinov;On the Syntax, Semantics, and Implementation of a Graph-Based Computational Environment.;left_only
224;Yuri Velinov;Teaching Theory of Computation with Tape Machines.;left_only
225;Pierre Peterlongo;Approximate Hashing for Bioinformatics.;both
226;Pierre Peterlongo;Finding Common Motifs with Gaps Using Finite Automata.;both
227;Markus Ulbricht;Ambiguity Hierarchies for Weighted Tree Automata.;both
228;Zoran Sunic;Cellular Automata on Regular Rooted Trees.;both
229;Sabine Broda;Deciding Synchronous Kleene Algebra with Derivatives.;both
230;Akim Demaille;Derived-Term Automata of Multitape Rational Expressions.;both
231;Akim Demaille;A Type System for Weighted Automata and Rational Expressions.;both
232;Akim Demaille;Implementation Concepts in Vaucanson 2.;both
233;R. C. Murphy;In Vitro Implementation of Finite-State Machines.;left_only
234;Simone Semprini;Symbolic Implementation of Alternating Automata.;both
235;Dana Shapira;Approximate Hashing for Bioinformatics.;both
236;Dana Shapira;New Approaches for Context Sensitive Flash Codes.;both
237;Hartmut Messerschmidt;Correctness Preservation and Complexity of Simple RL-Automata.;both
238;Claus Brabrand;Analyzing Ambiguity of Context-Free Grammars.;both
239;Mutlu Beyazit;Using Regular Grammars for Event-Based Testing.;both
240;Björn Borchardt;Code Selection by Tree Series Transducers.;both
241;Andrzej Ehrenfeucht;A Formal Framework for Processes Inspired by the Functioning of Living Cells.;both
242;Jens Glöckler;Forgetting Automata and Unary Languages.;both
243;Nicolae Santean;An O(n;left_only
244;Nicolae Santean;Minimal Cover-Automata for Finite Languages.;left_only
245;Angelo Borsotti;A Benchmark Production Tool for Regular Expressions.;both
246;Angelo Borsotti;From Ambiguous Regular Expressions to Deterministic Parsing Automata.;both
247;Angelo Borsotti;BSP: A Parsing Tool for Ambiguous Regular Expressions.;both
248;Nathan Preston;AVA: An Applet for Visualizing FRACTRAN and Other Automata.;both
249;Zhe Dang;Security of Numerical Sensors in Automata.;both
250;Zhe Dang;Testability of Oracle Automata.;both
251;Zhe Dang;New Complexity Results for Some Linear Counting Problems Using Minimal Solutions to Linear Diophantine Equations.;both
252;Zhe Dang;Past Pushdown Timed Automata.;both
253;Miroslav Balík;DAWG versus Suffix Array.;both
254;Zdenek Tronícek;Common Subsequence Automaton.;both
255;Zdenek Tronícek;Operations on DASG.;left_only
256;Guy Arbitman;Approximate Hashing for Bioinformatics.;both
257;Dmitry Chistikov;A Uniformization Theorem for Nested Word to Word Transductions.;both
258;Jean-Philippe Dubernard;Regular Geometrical Languages and Tiling the Plane.;both
259;Jean-Philippe Dubernard;Testing Whether a Binary and Prolongeable Regular Language LIs Geometrical or Not on the Minimal Deterministic Automaton of Pref(L).;both
260;Jean-Philippe Dubernard;Scheduling Hard Sporadic Tasks by Means of Finite Automata and Generating Functions.;both
261;Nathalie Friburger;Finite-State Transducer Cascade to Extract Proper Names in Texts.;both
262;Dane Henshall;Automatic Theorem-Proving in Combinatorics on Words.;both
263;Cédric Bastien;Reducing Simple Grammars: Exponential Against Highly-Polynomial Time in Practice.;both
264;Cédric Bastien;Prime Normal Form and Equivalence of Simple Grammars.;both
265;Jiamou Liu;Decision Problems for Finite Automata over Infinite Algebraic Structures.;both
266;Timothy Ng;Prefix Distance Between Regular Languages.;both
267;Timothy Ng;State Complexity of Prefix Distance.;both
268;Alexander Okhotin;Graph-Walking Automata: From Whence They Come, and Whither They are Bound.;both
269;Alexander Okhotin;Efficient Automaton-Based Recognition for Linear Conjunctive Languages.;both
270;Alexander Okhotin;Whale Calf, a Parser Generator for Conjunctive Grammars.;both
271;Albert Nymeyer;Formally Synthesising a Protocol Converter: A Case Study.;both
272;Dmitry M. Rusakov;On the Equivalence Problem for Programs with Mode Switching.;both
273;Sigrid Ewert;Introducing Code Adviser: A DFA-driven Electronic Programming Tutor.;both
274;Sigrid Ewert;Computing Raster Images from Grid Picture Grammars.;both
275;Libor Polák;Minimalizations of NFA Using the Universal Automaton.;both
276;Libor Polák;Syntactic Semiring and Language Equations.;both
277;Francisco-Mario Barcala;Compilation Methods of Minimal Acyclic Finite-State Automata for Large Dictionaries.;both
278;Anne Condon;On Design and Analysis of Chemical Reaction Network Algorithms.;both
279;Gloria Inés Alvarez;Learning Regular Languages Using Nondeterministic Finite Automata.;both
280;Gloria Inés Alvarez;Is Learning RFSAs Better Than Learning DFAs?.;both
281;Tomoyuki Yamakami;An Application of Quantum Finite Automata to Interactive Proof Systems.;both
282;Abuzer Yakaryilmaz;Looking for Pairs that Hard to Separate: A Quantum Approach.;both
283;Abuzer Yakaryilmaz;Classical and Quantum Counter Automata on Promise Problems.;both
284;Abuzer Yakaryilmaz;Unary Languages Recognized by Two-Way One-Counter Automata.;both
285;Abuzer Yakaryilmaz;Implications of Quantum Automata for Contextuality.;both
286;William J. Hutton III;Security of Numerical Sensors in Automata.;both
287;Martin Plátek;A Measure for the Degree of Nondeterminism of Context-Free Languages.;both
288;Martin Plátek;Correctness Preservation and Complexity of Simple RL-Automata.;both
289;Martin Zimmermann;Time-Optimal Winning Strategies for Poset Games.;left_only
290;Hermann Gruber;More on Deterministic and Nondeterministic Finite Cover Automata - Extended Abstract.;both
291;Hermann Gruber;Short Regular Expressions from Finite Automata: Empirical Results.;both
292;David Harel;Synthesizing State-Based Object Systems from LSC Specifications.;both
293;Strahil Ristov;Enumerated Automata Implementation of String Dictionaries.;both
294;Holger Bock Axelsen;The Degree of Irreversibility in Deterministic Finite Automata.;both
295;Hans-Jörg Kreowski;Computing Raster Images from Grid Picture Grammars.;both
296;Alicja Trusewicz;Finite-State Molecular Computing.;both
297;Clemens Marschner;Efficiently Matching with Local Grammars Using Prefix Overlay Transducers.;both
298;Iñaki Alegria;Using Finite State Technology in Natural Language Processing of Basque.;both
299;Giovanni Pighizzini;Non-self-embedding Grammars, Constant-Height Pushdown Automata, and Limited Automata.;both
300;Giovanni Pighizzini;Investigations on Automata and Languages over a Unary Alphabet.;both
301;Giovanni Pighizzini;Deterministic Pushdown Automata and Unary Languages.;both
302;Giovanni Pighizzini;Unary Language Concatenation and Its State Complexity.;both
303;Miri Ben-Nissan;Accelerating Boyer Moore Searches on Binary Texts.;left_only
304;Simone Faro;Efficient String Matching Based on a Two-Step Simulation of the Suffix Automaton.;both
305;Simone Faro;A Fast Suffix Automata Based Algorithm for Exact Online String Matching.;both
306;Chris J. Kuhlman;Complexity of Inferring Local Transition Functions of Discrete Dynamical Systems.;both
307;Kamal Lodaya;An Automaton Model of User-Controlled Navigation on the Web.;both
308;Rogério Reis;Partial Derivatives of Regular Expressions over Alphabet-Invariant and User-Defined Labels.;both
309;Rogério Reis;Regular Expressions and Transducers over Alphabet-Invariant and User-Defined Labels.;both
310;Rogério Reis;Implementation of Code Properties via Transducers.;both
311;Rogério Reis;Counting Equivalent Linear Finite Transducers Using a Canonical Form.;both
312;Rogério Reis;Partial Derivative and Position Bisimilarity Automata.;both
313;Rogério Reis;Incomplete Transition Complexity of Basic Operations on Finite Languages.;both
314;Rogério Reis;Incremental DFA Minimisation.;both
315;Rogério Reis;FAdo and GUItar.;both
316;Rogério Reis;Antimirov and Mosses's Rewrite System Revisited.;left_only
317;Rogério Reis;Acyclic Automata with Easy-to-Find Short Regular Expressions.;both
318;Tristan Le Gall;A Completion Algorithm for Lattice Tree Automata.;both
319;Michael Luttenberger;FPsolve: A Generic Solver for Fixpoint Equations over Semirings.;both
320;Michael Luttenberger;Reachability Analysis of Procedural Programs with Affine Integer Arithmetic.;both
321;Natasa Jonoska;Using Automata to Describe Self-Assembled Nanostructures.;both
322;Natasa Jonoska;On Complexity of Two Dimensional Languages Generated by Transducers.;both
323;Natasa Jonoska;Finite State Automata Representing Two-Dimensional Subshifts.;both
324;Tevfik Bultan;Relational String Verification Using Multi-track Automata.;both
325;Tevfik Bultan;Conversation Protocols: A Formalism for Specification and Verification of Reactive Electronic Services.;both
326;Tevfik Bultan;Automata-Based Representations for Arithmetic Constraints in Automated Verification.;both
327;Tevfik Bultan;Past Pushdown Timed Automata.;both
328;Juhani Karhumäki;Automata on Words.;both
329;Anna Ingólfsdóttir;On the Complexity of Determinizing Monitors.;both
330;Aloïs Dreyfus;Enhancing Approximations for Regular Reachability Analysis.;both
331;Maxime Crochemore;Building Phylogeny with Minimal Absent Words.;both
332;Maxime Crochemore;On the Suffix Automaton with Mismatches.;both
333;Maxime Crochemore;Factor Oracles.;both
334;Maxime Crochemore;On the Implementation of Compact DAWG's.;left_only
335;Sílvia Cavadas;Deciding Synchronous Kleene Algebra with Derivatives.;both
336;Stefano Crespi-Reghizzi;A Benchmark Production Tool for Regular Expressions.;both
337;Stefano Crespi-Reghizzi;From Ambiguous Regular Expressions to Deterministic Parsing Automata.;both
338;Stefano Crespi-Reghizzi;BSP: A Parsing Tool for Ambiguous Regular Expressions.;both
339;Stefano Crespi-Reghizzi;Deterministic Counter Machines and Parallel Matching Computations.;both
340;Stefano Crespi-Reghizzi;Strict Local Testability with Consensus Equals Regularity.;both
341;Irène Durand;Fly-Automata, Their Properties and Applications.;both
342;Pierpaolo Degano;Towards Nominal Context-Free Model-Checking.;both
343;Pierpaolo Degano;Nominal Automata for Resource Usage Control.;both
344;Stefano Tonetta;From Sequential Extended Regular Expressions to NFA with Symbolic Labels.;both
345;Hideo Bannai;Compressed Automata for Dictionary Matching.;both
346;Abolfazl Fatholahzadeh;Implementation of Dictionaries via Automata and Decision Trees.;both
347;Frédéric Tantini;Learning Stochastic Finite Automata for Musical Style Recognition.;both
348;Evgeny Skvortsov;Experimental Study of the Shortest Reset Word of Random Automata.;both
349;Rupak Majumdar;A Uniformization Theorem for Nested Word to Word Transductions.;both
350;Gian Luigi Ferrari;Towards Nominal Context-Free Model-Checking.;both
351;Gian Luigi Ferrari;Nominal Automata for Resource Usage Control.;both
352;Markus Holzer;The Range of State Complexities of Languages Resulting from the Cascade Product - The Unary Case (Extended Abstract).;both
353;Markus Holzer;Semi-linear Lattices and Right One-Way Jumping Finite Automata (Extended Abstract).;both
354;Markus Holzer;The Ranges of Accepting State Complexities of Languages Resulting From Some Operations.;both
355;Markus Holzer;On the Number of Active States in Deterministic and Nondeterministic Finite Automata.;both
356;Markus Holzer;The Degree of Irreversibility in Deterministic Finite Automata.;both
357;Markus Holzer;More on Deterministic and Nondeterministic Finite Cover Automata - Extended Abstract.;both
358;Markus Holzer;Brzozowski's Minimization Algorithm - More Robust than Expected - (Extended Abstract).;left_only
359;Markus Holzer;Gaining Power by Input Operations: Finite Automata and Beyond.;both
360;Markus Holzer;Nondeterministic State Complexity of Star-Free Languages.;both
361;Markus Holzer;An nlogn Algorithm for Hyper-minimizing States in a (Minimized) Deterministic Automaton.;both
362;Markus Holzer;Short Regular Expressions from Finite Automata: Empirical Results.;both
