Venue;Year;Author;URL;CoAuthorList;Title;Pagination;NoAuthor;AuthorURLs;DOI
CIAA;2004;Juan Otero;https://dblp.org/pid/o/JOteroP.html;Manuel Vilares Ferro, Juan Otero, Jorge Graña Gil;Regional Finite-State Error Repair.;269-280;3;https://dblp.org/pid/g/JorgeGranaGil.html,https://dblp.org/pid/o/JOteroP.html,https://dblp.org/pid/v/MVilaresF.html;10.1007/978-3-540-30500-2_25
CIAA;2011;Mirian Halfeld Ferrari Alves;https://dblp.org/pid/f/MirianHalfeldFerrariAlves.html;Joshua Amavi, Jacques Chabin, Mirian Halfeld Ferrari Alves, Pierre Réty;Weak Inclusion for XML Types.;30-41;4;https://dblp.org/pid/72/463.html,https://dblp.org/pid/76/6823.html,https://dblp.org/pid/82/9959.html,https://dblp.org/pid/f/MirianHalfeldFerrariAlves.html;10.1007/978-3-642-22256-6_4
CIAA;2011;Erez Buchnik;https://dblp.org/pid/39/3884.html;Erez Buchnik;Bouma2 - A High-Performance Input-Aware Multiple String-Match Algorithm.;53-64;1;https://dblp.org/pid/39/3884.html;10.1007/978-3-642-22256-6_6
CIAA;2007;Rafael C. Carrasco;https://dblp.org/pid/c/RCCarrasco.html;Rafael C. Carrasco, Jan Daciuk, Mikel L. Forcada;An Implementation of Deterministic Tree Automata Minimization.;122-129;3;https://dblp.org/pid/07/536.html,https://dblp.org/pid/89/931.html,https://dblp.org/pid/c/RCCarrasco.html;10.1007/978-3-540-76336-9_13
CIAA;2013;Shunsuke Inenaga;https://dblp.org/pid/88/1129.html;Tomohiro I, Takaaki Nishimoto, Shunsuke Inenaga, Hideo Bannai, Masayuki Takeda;Compressed Automata for Dictionary Matching.;319-330;5;https://dblp.org/pid/132/1960.html,https://dblp.org/pid/35/1544.html,https://dblp.org/pid/44/2355.html,https://dblp.org/pid/88/1129.html,https://dblp.org/pid/95/2224.html;10.1007/978-3-642-39274-0_28
CIAA;2003;Shunsuke Inenaga;https://dblp.org/pid/88/1129.html;Satoru Miyamoto, Shunsuke Inenaga, Masayuki Takeda, Ayumi Shinohara;Ternary Directed Acyclic Word Graphs.;120-130;4;https://dblp.org/pid/02/6397.html,https://dblp.org/pid/35/1544.html,https://dblp.org/pid/88/1129.html,https://dblp.org/pid/s/AyumiShinohara.html;10.1007/3-540-45089-0_12
CIAA;2011;Borivoj Melichar;https://dblp.org/pid/78/5300.html;Tomás Flouri, Jan Janousek, Borivoj Melichar, Costas S. Iliopoulos, Solon P. Pissis;Tree Template Matching in Ranked Ordered Trees by Pushdown Automata.;273-281;5;https://dblp.org/pid/01/5035.html,https://dblp.org/pid/21/1027.html,https://dblp.org/pid/78/5300.html,https://dblp.org/pid/89/7966.html,https://dblp.org/pid/i/CSIliopoulos.html;10.1007/978-3-642-22256-6_25
CIAA;2010;Borivoj Melichar;https://dblp.org/pid/78/5300.html;Jan Antos, Borivoj Melichar;Finite Automata for Generalized Approach to Backward Pattern Matching.;49-58;2;https://dblp.org/pid/75/191.html,https://dblp.org/pid/78/5300.html;10.1007/978-3-642-18098-9_6
CIAA;2010;Borivoj Melichar;https://dblp.org/pid/78/5300.html;Jan Zdárek, Borivoj Melichar;A Note on a Tree-Based 2D Indexing.;300-309;2;https://dblp.org/pid/78/5300.html,https://dblp.org/pid/z/JanZdarek.html;10.1007/978-3-642-18098-9_32
CIAA;2008;Borivoj Melichar;https://dblp.org/pid/78/5300.html;Jan Lahoda, Borivoj Melichar, Jan Zdárek;Pattern Matching in DCA Coded Text.;151-160;3;https://dblp.org/pid/10/994.html,https://dblp.org/pid/78/5300.html,https://dblp.org/pid/z/JanZdarek.html;10.1007/978-3-540-70844-5_16
CIAA;2008;Borivoj Melichar;https://dblp.org/pid/78/5300.html;Martin Simunek, Borivoj Melichar;Approximate Periods with Levenshtein Distance.;286-287;2;https://dblp.org/pid/37/6148.html,https://dblp.org/pid/78/5300.html;10.1007/978-3-540-70844-5_30
CIAA;2006;Borivoj Melichar;https://dblp.org/pid/78/5300.html;Martin Simunek, Borivoj Melichar;Borders and Finite Automata.;58-68;2;https://dblp.org/pid/37/6148.html,https://dblp.org/pid/78/5300.html;10.1007/11812128_7
CIAA;2006;Borivoj Melichar;https://dblp.org/pid/78/5300.html;Pavlos Antoniou, Jan Holub, Costas S. Iliopoulos, Borivoj Melichar, Pierre Peterlongo;Finding Common Motifs with Gaps Using Finite Automata.;69-77;5;https://dblp.org/pid/22/6627.html,https://dblp.org/pid/78/5300.html,https://dblp.org/pid/99/1614.html,https://dblp.org/pid/h/JHolub.html,https://dblp.org/pid/i/CSIliopoulos.html;10.1007/11812128_8
CIAA;2005;Borivoj Melichar;https://dblp.org/pid/78/5300.html;Jan Zdárek, Borivoj Melichar;On Two-Dimensional Pattern Matching by Finite Automata.;329-340;2;https://dblp.org/pid/78/5300.html,https://dblp.org/pid/z/JanZdarek.html;10.1007/11605157_28
CIAA;2004;Borivoj Melichar;https://dblp.org/pid/78/5300.html;Tomás Polcar, Borivoj Melichar;Two-Dimensional Pattern Matching by Two-Dimensional Online Tessellation Automata.;327-328;2;https://dblp.org/pid/78/5300.html,https://dblp.org/pid/98/6165.html;10.1007/978-3-540-30500-2_38
CIAA;2003;Borivoj Melichar;https://dblp.org/pid/78/5300.html;Borivoj Melichar, Tomás Polcar;The Longest Common Subsequence Problem A Finite Automata Approach.;294-296;2;https://dblp.org/pid/78/5300.html,https://dblp.org/pid/98/6165.html;10.1007/3-540-45089-0_27
CIAA;2002;Borivoj Melichar;https://dblp.org/pid/78/5300.html;Borivoj Melichar;Deterministic Parsing of Cyclic Strings.;301-306;1;https://dblp.org/pid/78/5300.html;10.1007/3-540-44977-9_33
CIAA;2001;Borivoj Melichar;https://dblp.org/pid/78/5300.html;Borivoj Melichar, Jan Skryja;On the Size of Deterministic Finite Automata.;202-213;2;https://dblp.org/pid/73/3804.html,https://dblp.org/pid/78/5300.html;10.1007/3-540-36390-4_17
Workshop on Implementing Automata;1998;Borivoj Melichar;https://dblp.org/pid/78/5300.html;Jan Holub, Borivoj Melichar;Implementation of Nondeterministic Finite Automata for Approximate Pattern Matching.;92-99;2;https://dblp.org/pid/78/5300.html,https://dblp.org/pid/h/JHolub.html;10.1007/3-540-48057-9_8
CIAA;2010;Bo Cui;https://dblp.org/pid/58/4730-1.html;Bo Cui, Yuan Gao, Lila Kari, Sheng Yu;State Complexity of Catenation Combined with Union and Intersection.;95-104;4;https://dblp.org/pid/58/4730-1.html,https://dblp.org/pid/76/2452-1.html,https://dblp.org/pid/k/LilaKari.html,https://dblp.org/pid/y/ShengYu.html;10.1007/978-3-642-18098-9_11
CIAA;2003;Dietrich Kuske;https://dblp.org/pid/19/4109.html;Dietrich Kuske, Ingmar Meinecke;Branching Automata with Costs - A Way of Reflecting Parallelism in Costs.;150-162;2;https://dblp.org/pid/12/2285.html,https://dblp.org/pid/19/4109.html;10.1007/3-540-45089-0_15
Workshop on Implementing Automata;1996;Romuald Boné;https://dblp.org/pid/82/2359.html;Romuald Boné, Christophe Daguin, Antoine Georgevail, Denis Maurel;Time Series Forecasting by Finite-State Automata.;26-34;4;https://dblp.org/pid/60/3064.html,https://dblp.org/pid/75/5784.html,https://dblp.org/pid/82/2359.html,https://dblp.org/pid/99/1040.html;10.1007/3-540-63174-7_3
Workshop on Implementing Automata;1997;John A. Rose;https://dblp.org/pid/68/5365.html;Max H. Garzon, Y. Gao, John A. Rose, R. C. Murphy, Russell J. Deaton, Donald R. Franceschetti, Stanley Edward Stevens Jr.;In Vitro Implementation of Finite-State Machines.;56-74;7;https://dblp.org/pid/05/2645.html,https://dblp.org/pid/37/4530.html,https://dblp.org/pid/52/2077.html,https://dblp.org/pid/56/545.html,https://dblp.org/pid/56/6114.html,https://dblp.org/pid/68/5365.html,https://dblp.org/pid/91/5747.html;10.1007/BFb0031381
CIAA;2010;Seth Fogarty;https://dblp.org/pid/77/3751.html;Ming-Hsien Tsai, Seth Fogarty, Moshe Y. Vardi, Yih-Kuen Tsay;State of Büchi Complementation.;261-271;4;https://dblp.org/pid/30/3940.html,https://dblp.org/pid/77/3751.html,https://dblp.org/pid/t/YihKuenTsay.html,https://dblp.org/pid/v/MosheYVardi.html;10.1007/978-3-642-18098-9_28
CIAA;2011;Milos Pajic;https://dblp.org/pid/37/9960.html;Vesna Pajic, Gordana Pavlovic-Lazetic, Milos Pajic;Information Extraction from Semi-structured Resources: A Two-Phase Finite State Transducers Approach.;282-289;3;https://dblp.org/pid/05/4417.html,https://dblp.org/pid/37/9960.html,https://dblp.org/pid/63/9960.html;10.1007/978-3-642-22256-6_26
CIAA;2000;Václav Snásel;https://dblp.org/pid/s/VaclavSnasel.html;Jiri Dvorský, Václav Snásel;Word Random Access Compression.;331-332;2;https://dblp.org/pid/53/3923.html,https://dblp.org/pid/s/VaclavSnasel.html;10.1007/3-540-44674-5_31
CIAA;2015;Ian Douglas Sanders;https://dblp.org/pid/19/38.html;Abejide Ade-Ibijola, Sigrid Ewert, Ian Douglas Sanders;Introducing Code Adviser: A DFA-driven Electronic Programming Tutor.;307-312;3;https://dblp.org/pid/152/0486.html,https://dblp.org/pid/19/38.html,https://dblp.org/pid/28/3680.html;10.1007/978-3-319-22360-5_25
CIAA;2006;Guillaume Bonfante;https://dblp.org/pid/98/2498.html;Guillaume Bonfante, Joseph Le Roux, Guy Perrier;Lexical Disambiguation with Polarities and Automata.;283-284;3;https://dblp.org/pid/25/5993.html,https://dblp.org/pid/70/3797.html,https://dblp.org/pid/98/2498.html;10.1007/11812128_30
CIAA;2005;Marcus Nilsson;https://dblp.org/pid/05/1762.html;Parosh Aziz Abdulla, Johann Deneux, Lisa Kaati, Marcus Nilsson;Minimization of Non-deterministic Automata with Large Alphabets.;31-42;4;https://dblp.org/pid/05/1762.html,https://dblp.org/pid/34/5632.html,https://dblp.org/pid/76/2580.html,https://dblp.org/pid/a/PAAbdulla.html;10.1007/11605157_3
CIAA;2004;John Lawrence;https://dblp.org/pid/77/5317.html;Bryan Krawetz, John Lawrence, Jeffrey O. Shallit;State Complexity and the Monoid of Transformations of a Finite Set.;213-224;3;https://dblp.org/pid/65/5953.html,https://dblp.org/pid/77/5317.html,https://dblp.org/pid/s/JeffreyShallit.html;10.1007/978-3-540-30500-2_20
CIAA;2001;Gregor von Bochmann;https://dblp.org/pid/b/GvBochmann.html;Gregor von Bochmann;Submodule Construction and Supervisory Control: A Generalization.;27-39;1;https://dblp.org/pid/b/GvBochmann.html;10.1007/3-540-36390-4_3
CIAA;2018;Ian McQuillan;https://dblp.org/pid/85/1477.html;Oscar H. Ibarra, Ian McQuillan;Semilinearity of Families of Languages.;211-222;2;https://dblp.org/pid/85/1477.html,https://dblp.org/pid/i/OscarHIbarra.html;10.1007/978-3-319-94812-6_18
CIAA;2016;Ian McQuillan;https://dblp.org/pid/85/1477.html;Oscar H. Ibarra, Ian McQuillan;On Bounded Semilinear Languages, Counter Machines, and Finite-Index ET0L.;138-149;2;https://dblp.org/pid/85/1477.html,https://dblp.org/pid/i/OscarHIbarra.html;10.1007/978-3-319-40946-7_12
CIAA;2014;Ian McQuillan;https://dblp.org/pid/85/1477.html;Franziska Biegler, Ian McQuillan;On Comparing Deterministic Finite Automata and the Shuffle of Words.;98-109;2;https://dblp.org/pid/37/153.html,https://dblp.org/pid/85/1477.html;10.1007/978-3-319-08846-4_7
CIAA;2004;Ian McQuillan;https://dblp.org/pid/85/1477.html;Mark Daley, Ian McQuillan;Viral Gene Compression: Complexity and Verification.;102-112;2;https://dblp.org/pid/85/1477.html,https://dblp.org/pid/d/MarkDaley.html;10.1007/978-3-540-30500-2_10
CIAA;2003;Ian McQuillan;https://dblp.org/pid/85/1477.html;Mark Daley, Mark G. Eramian, Ian McQuillan;Bag Automata and Stochastic Retrieval of Biomolecules in Solution.;239-250;3;https://dblp.org/pid/78/3954.html,https://dblp.org/pid/85/1477.html,https://dblp.org/pid/d/MarkDaley.html;10.1007/3-540-45089-0_22
CIAA;2015;Markus L. Schmid;https://dblp.org/pid/65/9125.html;Henning Fernau, Meenakshi Paramasivan, Markus L. Schmid;Jumping Finite Automata: Characterizations and Complexity.;89-101;3;https://dblp.org/pid/165/8675.html,https://dblp.org/pid/65/9125.html,https://dblp.org/pid/f/HenningFernau.html;10.1007/978-3-319-22360-5_8
CIAA;2012;Markus L. Schmid;https://dblp.org/pid/65/9125.html;Daniel Reidenbach, Markus L. Schmid;Automata with Modulo Counters and Nondeterministic Counter Bounds.;361-368;2;https://dblp.org/pid/65/9125.html,https://dblp.org/pid/92/5487.html;10.1007/978-3-642-31606-7_33
CIAA;2010;Markus L. Schmid;https://dblp.org/pid/65/9125.html;Daniel Reidenbach, Markus L. Schmid;A Polynomial Time Match Test for Large Classes of Extended Regular Expressions.;241-250;2;https://dblp.org/pid/65/9125.html,https://dblp.org/pid/92/5487.html;10.1007/978-3-642-18098-9_26
CIAA;2010;Marco Roveri;https://dblp.org/pid/83/563.html;Alessandro Cimatti, Sergio Mover, Marco Roveri, Stefano Tonetta;From Sequential Extended Regular Expressions to NFA with Symbolic Labels.;87-94;4;https://dblp.org/pid/13/5961.html,https://dblp.org/pid/59/7880.html,https://dblp.org/pid/83/563.html,https://dblp.org/pid/t/StefanoTonetta.html;10.1007/978-3-642-18098-9_10
CIAA;2006;Marco Roveri;https://dblp.org/pid/83/563.html;Roderick Bloem, Alessandro Cimatti, Ingo Pill, Marco Roveri, Simone Semprini;Symbolic Implementation of Alternating Automata.;208-218;5;https://dblp.org/pid/13/5961.html,https://dblp.org/pid/49/690.html,https://dblp.org/pid/75/286.html,https://dblp.org/pid/80/1300.html,https://dblp.org/pid/83/563.html;10.1007/11812128_20
Workshop on Implementing Automata;1996;Susan H. Rodger;https://dblp.org/pid/r/SusanHRodger.html;Susan H. Rodger;Integrating Hands-on Work into the Formal Languages Course via Tools and Programming.;132-148;1;https://dblp.org/pid/r/SusanHRodger.html;10.1007/3-540-63174-7_11
CIAA;2009;Jan Procházka;https://dblp.org/pid/68/7172.html;Jan Procházka;Compiler Generator Based on Restarting Automata.;253-257;1;https://dblp.org/pid/68/7172.html;10.1007/978-3-642-02979-0_31
Workshop on Implementing Automata;1997;David Cabrero Souto;https://dblp.org/pid/40/684.html;Miguel A. Alonso, David Cabrero Souto, Manuel Vilares Ferro;Construction of Efficient Generalized LR Parsers.;7-24;3;https://dblp.org/pid/40/684.html,https://dblp.org/pid/a/MiguelAAlonso.html,https://dblp.org/pid/v/MVilaresF.html;10.1007/BFb0031377
CIAA;2012;José Nuno Oliveira;https://dblp.org/pid/o/JoseNunoOliveira.html;José Nuno Oliveira;Typed Linear Algebra for Weigthed (Probabilistic) Automata.;52-65;1;https://dblp.org/pid/o/JoseNunoOliveira.html;10.1007/978-3-642-31606-7_5
CIAA;2013;Gianluca Mezzetti;https://dblp.org/pid/96/10107.html;Pierpaolo Degano, Gian Luigi Ferrari, Gianluca Mezzetti;Towards Nominal Context-Free Model-Checking.;109-121;3;https://dblp.org/pid/90/1344.html,https://dblp.org/pid/96/10107.html,https://dblp.org/pid/f/GianLuigiFerrari.html;10.1007/978-3-642-39274-0_11
CIAA;2012;Gianluca Mezzetti;https://dblp.org/pid/96/10107.html;Pierpaolo Degano, Gian Luigi Ferrari, Gianluca Mezzetti;Nominal Automata for Resource Usage Control.;125-137;3;https://dblp.org/pid/90/1344.html,https://dblp.org/pid/96/10107.html,https://dblp.org/pid/f/GianLuigiFerrari.html;10.1007/978-3-642-31606-7_11
CIAA;2018;Marek Szykula;https://dblp.org/pid/97/10625.html;Janusz A. Brzozowski, Lila Kari, Bai Li, Marek Szykula;State Complexity of Overlap Assembly.;109-120;4;https://dblp.org/pid/93/3383.html,https://dblp.org/pid/97/10625.html,https://dblp.org/pid/b/JABrzozowski.html,https://dblp.org/pid/k/LilaKari.html;10.1007/978-3-319-94812-6_10
CIAA;2017;Marek Szykula;https://dblp.org/pid/97/10625.html;Robert Ferens, Marek Szykula;Complexity of Bifix-Free Regular Languages.;76-88;2;https://dblp.org/pid/194/2376.html,https://dblp.org/pid/97/10625.html;10.1007/978-3-319-60134-2_7
CIAA;2017;Marek Szykula;https://dblp.org/pid/97/10625.html;Marek Szykula, John Wittnebel;Syntactic Complexity of Bifix-Free Languages.;201-212;2;https://dblp.org/pid/179/2511.html,https://dblp.org/pid/97/10625.html;10.1007/978-3-319-60134-2_17
CIAA;2016;Marek Szykula;https://dblp.org/pid/97/10625.html;Andrzej Kisielewicz, Jakub Kowalski, Marek Szykula;Experiments with Synchronizing Automata.;176-188;3;https://dblp.org/pid/83/2770.html,https://dblp.org/pid/93/11142.html,https://dblp.org/pid/97/10625.html;10.1007/978-3-319-40946-7_15
CIAA;2015;Marek Szykula;https://dblp.org/pid/97/10625.html;Vladimir V. Gusev, Marek Szykula;On the Number of Synchronizing Colorings of Digraphs.;127-139;2;https://dblp.org/pid/86/8147.html,https://dblp.org/pid/97/10625.html;10.1007/978-3-319-22360-5_11
CIAA;2015;Marek Szykula;https://dblp.org/pid/97/10625.html;Marek Szykula;Checking Whether an Automaton Is Monotonic Is NP-complete.;279-291;1;https://dblp.org/pid/97/10625.html;10.1007/978-3-319-22360-5_23
CIAA;2014;Marek Szykula;https://dblp.org/pid/97/10625.html;Janusz A. Brzozowski, Marek Szykula;Large Aperiodic Semigroups.;124-135;2;https://dblp.org/pid/97/10625.html,https://dblp.org/pid/b/JABrzozowski.html;10.1007/978-3-319-08846-4_9
CIAA;2013;Marek Szykula;https://dblp.org/pid/97/10625.html;Andrzej Kisielewicz, Marek Szykula;Generating Small Automata and the Černý Conjecture.;340-348;2;https://dblp.org/pid/83/2770.html,https://dblp.org/pid/97/10625.html;10.1007/978-3-642-39274-0_30
CIAA;2005;Rimma I. Podlovchenko;https://dblp.org/pid/61/3416.html;Rimma I. Podlovchenko, Dmitry M. Rusakov, Vladimir A. Zakharov;On the Equivalence Problem for Programs with Mode Switching.;351-352;3;https://dblp.org/pid/61/3416.html,https://dblp.org/pid/65/922.html,https://dblp.org/pid/84/5934.html;10.1007/11605157_34
CIAA;2010;Marco Almeida;https://dblp.org/pid/53/3527.html;Marco Almeida, Nelma Moreira, Rogério Reis;Incremental DFA Minimisation.;39-48;3;https://dblp.org/pid/30/5254.html,https://dblp.org/pid/53/3527.html,https://dblp.org/pid/n/NelmaMoreira.html;10.1007/978-3-642-18098-9_5
CIAA;2009;Marco Almeida;https://dblp.org/pid/53/3527.html;André Almeida, Marco Almeida, José Alves, Nelma Moreira, Rogério Reis;FAdo and GUItar.;65-74;5;https://dblp.org/pid/00/7175.html,https://dblp.org/pid/30/5254.html,https://dblp.org/pid/53/3527.html,https://dblp.org/pid/54/7174.html,https://dblp.org/pid/n/NelmaMoreira.html;10.1007/978-3-642-02979-0_10
CIAA;2008;Marco Almeida;https://dblp.org/pid/53/3527.html;Marco Almeida, Nelma Moreira, Rogério Reis;Antimirov and Mosses's Rewrite System Revisited.;46-56;3;https://dblp.org/pid/30/5254.html,https://dblp.org/pid/53/3527.html,https://dblp.org/pid/n/NelmaMoreira.html;10.1007/978-3-540-70844-5_6
Workshop on Implementing Automata;1996;Darrell R. Raymond;https://dblp.org/pid/65/3249.html;Darrell R. Raymond;WIA and the Practice of Theory in Computer Science.;1-5;1;https://dblp.org/pid/65/3249.html;10.1007/3-540-63174-7_1
CIAA;2006;Philippe Veber;https://dblp.org/pid/01/4182.html;Mathieu Giraud, Philippe Veber, Dominique Lavenier;Path-Equivalent Removals of ;23-33;3;https://dblp.org/pid/01/4182.html,https://dblp.org/pid/05/3181.html,https://dblp.org/pid/79/1435.html;10.1007/11812128_4
CIAA;2011;Alois C. Knoll;https://dblp.org/pid/k/AloisKnoll.html;Chih-Hong Cheng, Barbara Jobstmann, Christian Buckl, Alois C. Knoll;On the Hardness of Priority Synthesis.;110-117;4;https://dblp.org/pid/55/5062.html,https://dblp.org/pid/64/3701.html,https://dblp.org/pid/70/6638.html,https://dblp.org/pid/k/AloisKnoll.html;10.1007/978-3-642-22256-6_11
CIAA;2008;Peter Habermehl;https://dblp.org/pid/22/639.html;Ahmed Bouajjani, Peter Habermehl, Lukás Holík, Tayssir Touili, Tomás Vojnar;Antichain-Based Universality and Inclusion Testing over Nondeterministic Finite Tree Automata.;57-67;5;https://dblp.org/pid/22/639.html,https://dblp.org/pid/23/6190.html,https://dblp.org/pid/51/533.html,https://dblp.org/pid/64/6177.html,https://dblp.org/pid/b/AhmedBouajjani.html;10.1007/978-3-540-70844-5_7
CIAA;2012;Artur Jez;https://dblp.org/pid/74/6087.html;Artur Jez, Andreas Maletti;Hyper-minimization for Deterministic Tree Automata.;217-228;2;https://dblp.org/pid/48/3591.html,https://dblp.org/pid/74/6087.html;10.1007/978-3-642-31606-7_19
CIAA;2011;Artur Jez;https://dblp.org/pid/74/6087.html;Artur Jez, Andreas Maletti;Computing All ℓ-Cover Automata Fast.;203-214;2;https://dblp.org/pid/48/3591.html,https://dblp.org/pid/74/6087.html;10.1007/978-3-642-22256-6_19
CIAA;2016;Andrzej Kisielewicz;https://dblp.org/pid/83/2770.html;Andrzej Kisielewicz, Jakub Kowalski, Marek Szykula;Experiments with Synchronizing Automata.;176-188;3;https://dblp.org/pid/83/2770.html,https://dblp.org/pid/93/11142.html,https://dblp.org/pid/97/10625.html;10.1007/978-3-319-40946-7_15
CIAA;2013;Andrzej Kisielewicz;https://dblp.org/pid/83/2770.html;Andrzej Kisielewicz, Marek Szykula;Generating Small Automata and the Černý Conjecture.;340-348;2;https://dblp.org/pid/83/2770.html,https://dblp.org/pid/97/10625.html;10.1007/978-3-642-39274-0_30
