Venue;Year;Author;URL;CoAuthorList;Title;Pagination;NoAuthor;AuthorURLs;DOI
CIAA;2013;Denis Debarbieux;https://dblp.org/pid/80/1808.html;Denis Debarbieux, Olivier Gauwin, Joachim Niehren, Tom Sebastian, Mohamed Zergaoui;Early Nested Word Automata for XPath Query Answering on XML Streams.;292-305;5;https://dblp.org/pid/09/8910.html,https://dblp.org/pid/51/7012.html,https://dblp.org/pid/79/7504.html,https://dblp.org/pid/80/1808.html,https://dblp.org/pid/n/JNiehren.html;10.1007/978-3-642-39274-0_26
CIAA;2008;Bas Ploeger;https://dblp.org/pid/92/3700.html;Rob J. van Glabbeek, Bas Ploeger;Five Determinisation Algorithms.;161-170;2;https://dblp.org/pid/92/3700.html,https://dblp.org/pid/g/RobJvanGlabbeek.html;10.1007/978-3-540-70844-5_17
CIAA;2014;António Machiavelo;https://dblp.org/pid/21/4601.html;Ivone Amorim, António Machiavelo, Rogério Reis;Counting Equivalent Linear Finite Transducers Using a Canonical Form.;70-83;3;https://dblp.org/pid/118/5957.html,https://dblp.org/pid/21/4601.html,https://dblp.org/pid/30/5254.html;10.1007/978-3-319-08846-4_5
Workshop on Implementing Automata;1997;Helmut Lescow;https://dblp.org/pid/90/4218.html;Helmut Lescow, Jens Vöge;Minimal Separating Sets for Muller Automata.;109-121;2;https://dblp.org/pid/47/6609.html,https://dblp.org/pid/90/4218.html;10.1007/BFb0031385
CIAA;2019;R. Ramanujam;https://dblp.org/pid/80/2956.html;Anguraj Baskar, R. Ramanujam, S. P. Suresh;Dolev-Yao Theory with Associative Blindpair Operators.;58-69;3;https://dblp.org/pid/34/6797.html,https://dblp.org/pid/36/5799.html,https://dblp.org/pid/80/2956.html;10.1007/978-3-030-23679-3_5
CIAA;2000;R. Ramanujam;https://dblp.org/pid/80/2956.html;Kamal Lodaya, Ramaswamy Ramanujam;An Automaton Model of User-Controlled Navigation on the Web.;208-216;2;https://dblp.org/pid/80/2956.html,https://dblp.org/pid/l/KamalLodaya.html;10.1007/3-540-44674-5_17
CIAA;2021;Christian Rauch;https://dblp.org/pid/51/7703.html;Markus Holzer, Christian Rauch;The Range of State Complexities of Languages Resulting from the Cascade Product - The Unary Case (Extended Abstract).;90-101;2;https://dblp.org/pid/51/7703.html,https://dblp.org/pid/h/MarkusHolzer1.html;10.1007/978-3-030-79121-6_8
CIAA;2003;Victor M. Darriba;https://dblp.org/pid/75/5475.html;Manuel Vilares Ferro, Victor M. Darriba, Jesús Vilares Ferro, Leandro Rodríguez Liñares;Robust Parsing Using Dynamic Programming.;258-268;4;https://dblp.org/pid/19/892.html,https://dblp.org/pid/75/5475.html,https://dblp.org/pid/v/JesusVilares.html,https://dblp.org/pid/v/MVilaresF.html;10.1007/3-540-45089-0_24
CIAA;2002;Victor M. Darriba;https://dblp.org/pid/75/5475.html;Manuel Vilares Ferro, Victor M. Darriba, Miguel A. Alonso;Searching for Asymptotic Error Repair.;276-281;3;https://dblp.org/pid/75/5475.html,https://dblp.org/pid/a/MiguelAAlonso.html,https://dblp.org/pid/v/MVilaresF.html;10.1007/3-540-44977-9_29
CIAA;2000;Victor M. Darriba;https://dblp.org/pid/75/5475.html;Manuel Vilares Ferro, Victor M. Darriba, Francisco J. Ribadas;Regional Least-Cost Error Repair.;293-301;3;https://dblp.org/pid/01/2938.html,https://dblp.org/pid/75/5475.html,https://dblp.org/pid/v/MVilaresF.html;10.1007/3-540-44674-5_25
CIAA;2010;Marcel Vollweiler;https://dblp.org/pid/57/9125.html;Norbert Hundeshagen, Friedrich Otto, Marcel Vollweiler;Transductions Computed by PC-Systems of Monotone Deterministic Restarting Automata.;163-172;3;https://dblp.org/pid/03/67.html,https://dblp.org/pid/27/9125.html,https://dblp.org/pid/57/9125.html;10.1007/978-3-642-18098-9_18
CIAA;2010;Chrystopher L. Nehaniv;https://dblp.org/pid/52/5687.html;Attila Egri-Nagy, Chrystopher L. Nehaniv;On Straight Words and Minimal Permutators in Finite Transformation Semigroups.;115-124;2;https://dblp.org/pid/43/6368.html,https://dblp.org/pid/52/5687.html;10.1007/978-3-642-18098-9_13
CIAA;2004;Chrystopher L. Nehaniv;https://dblp.org/pid/52/5687.html;Attila Egri-Nagy, Chrystopher L. Nehaniv;Algebraic Hierarchical Decomposition of Finite State Automata: Comparison of Implementations for Krohn-Rhodes Theory.;315-316;2;https://dblp.org/pid/43/6368.html,https://dblp.org/pid/52/5687.html;10.1007/978-3-540-30500-2_32
CIAA;2005;Nico Wallmeier;https://dblp.org/pid/76/5200.html;Christoph Schulte Althoff, Wolfgang Thomas, Nico Wallmeier;Observations on Determinization of Büchi Automata.;262-272;3;https://dblp.org/pid/01/4421.html,https://dblp.org/pid/76/5200.html,https://dblp.org/pid/t/WolfgangThomas.html;10.1007/11605157_22
CIAA;2003;Nico Wallmeier;https://dblp.org/pid/76/5200.html;Nico Wallmeier, Patrick Hütten, Wolfgang Thomas;Symbolic Synthesis of Finite-State Controllers for Request-Response Specifications.;11-22;3;https://dblp.org/pid/38/3950.html,https://dblp.org/pid/76/5200.html,https://dblp.org/pid/t/WolfgangThomas.html;10.1007/3-540-45089-0_3
CIAA;2013;Fritz Henglein;https://dblp.org/pid/h/FritzHenglein.html;Niels Bjørn Bugge Grathwohl, Fritz Henglein, Lasse Nielsen, Ulrik Terp Rasmussen;Two-Pass Greedy Regular Expression Parsing.;60-71;4;https://dblp.org/pid/132/1964.html,https://dblp.org/pid/51/8776.html,https://dblp.org/pid/63/9638.html,https://dblp.org/pid/h/FritzHenglein.html;10.1007/978-3-642-39274-0_7
CIAA;2018;Jacques Sakarovitch;https://dblp.org/pid/29/910.html;Sylvain Lombardy, Jacques Sakarovitch;The Validity of Weighted Automata.;41-45;2;https://dblp.org/pid/29/910.html,https://dblp.org/pid/54/1797.html;10.1007/978-3-319-94812-6_4
CIAA;2018;Jacques Sakarovitch;https://dblp.org/pid/29/910.html;Sylvain Lombardy, Jacques Sakarovitch;Two Routes to Automata Minimization and the Ways to Reach It Efficiently.;248-260;2;https://dblp.org/pid/29/910.html,https://dblp.org/pid/54/1797.html;10.1007/978-3-319-94812-6_21
CIAA;2014;Jacques Sakarovitch;https://dblp.org/pid/29/910.html;Akim Demaille, Alexandre Duret-Lutz, Sylvain Lombardy, Luca Saiu, Jacques Sakarovitch;A Type System for Weighted Automata and Rational Expressions.;162-175;5;https://dblp.org/pid/14/133.html,https://dblp.org/pid/23/9.html,https://dblp.org/pid/29/910.html,https://dblp.org/pid/43/6032.html,https://dblp.org/pid/54/1797.html;10.1007/978-3-319-08846-4_12
CIAA;2013;Jacques Sakarovitch;https://dblp.org/pid/29/910.html;Akim Demaille, Alexandre Duret-Lutz, Sylvain Lombardy, Jacques Sakarovitch;Implementation Concepts in Vaucanson 2.;122-133;4;https://dblp.org/pid/14/133.html,https://dblp.org/pid/29/910.html,https://dblp.org/pid/43/6032.html,https://dblp.org/pid/54/1797.html;10.1007/978-3-642-39274-0_12
CIAA;2012;Jacques Sakarovitch;https://dblp.org/pid/29/910.html;Sylvain Lombardy, Jacques Sakarovitch;The Removal of Weighted ε-Transitions.;345-352;2;https://dblp.org/pid/29/910.html,https://dblp.org/pid/54/1797.html;10.1007/978-3-642-31606-7_31
CIAA;2005;Jacques Sakarovitch;https://dblp.org/pid/29/910.html;Jacques Sakarovitch;The Language, the Expression, and the (Small) Automaton.;15-30;1;https://dblp.org/pid/29/910.html;10.1007/11605157_2
CIAA;2005;Jacques Sakarovitch;https://dblp.org/pid/29/910.html;Thomas Claveirole, Sylvain Lombardy, Sarah O'Connor, Louis-Noël Pouchet, Jacques Sakarovitch;Inside Vaucanson.;116-128;5;https://dblp.org/pid/12/4149.html,https://dblp.org/pid/29/910.html,https://dblp.org/pid/41/5129.html,https://dblp.org/pid/54/1797.html,https://dblp.org/pid/70/1542.html;10.1007/11605157_10
CIAA;2003;Jacques Sakarovitch;https://dblp.org/pid/29/910.html;Sylvain Lombardy, Raphael Poss, Yann Régis-Gianas, Jacques Sakarovitch;Introducing VAUCANSON.;96-107;4;https://dblp.org/pid/15/5377.html,https://dblp.org/pid/29/910.html,https://dblp.org/pid/44/4388.html,https://dblp.org/pid/54/1797.html;10.1007/3-540-45089-0_10
CIAA;2006;Emine Seid-Hilmi;https://dblp.org/pid/66/1105.html;Maxime Crochemore, Lucian Ilie, Emine Seid-Hilmi;Factor Oracles.;78-89;3;https://dblp.org/pid/66/1105.html,https://dblp.org/pid/c/MCrochemore.html,https://dblp.org/pid/i/LucianIlie.html;10.1007/11812128_9
CIAA;2019;Giorgio Satta;https://dblp.org/pid/69/6644.html;Johanna Björklund, Frank Drewes, Giorgio Satta;Z-Automata for Compact and Direct Representation of Unranked Tree Languages.;83-94;3;https://dblp.org/pid/69/6644.html,https://dblp.org/pid/75/5525.html,https://dblp.org/pid/d/FrankDrewes.html;10.1007/978-3-030-23679-3_7
CIAA;2009;Jae-Hee Ahn;https://dblp.org/pid/88/7174.html;Jae-Hee Ahn, Yo-Sub Han;Implementation of State Elimination Using Heuristics.;178-187;2;https://dblp.org/pid/88/7174.html,https://dblp.org/pid/h/YoSubHan.html;10.1007/978-3-642-02979-0_21
CIAA;2018;Frank Stephan;https://dblp.org/pid/s/FrankStephan.html;Birzhan Moldagaliyev, Ludwig Staiger, Frank Stephan;On the Values for Factor Complexity.;274-285;3;https://dblp.org/pid/203/8161.html,https://dblp.org/pid/s/FrankStephan.html,https://dblp.org/pid/s/LudwigStaiger.html;10.1007/978-3-319-94812-6_23
CIAA;2015;Daniel J. Rosenkrantz;https://dblp.org/pid/80/6105.html;Abhijin Adiga, Chris J. Kuhlman, Madhav V. Marathe, S. S. Ravi, Daniel J. Rosenkrantz, Richard Edwin Stearns;Complexity of Inferring Local Transition Functions of Discrete Dynamical Systems.;21-34;6;https://dblp.org/pid/09/7561.html,https://dblp.org/pid/52/991.html,https://dblp.org/pid/73/8044.html,https://dblp.org/pid/80/6105.html,https://dblp.org/pid/94/2464.html,https://dblp.org/pid/s/RichardEdwinStearns.html;10.1007/978-3-319-22360-5_3
CIAA;2005;Christoph Schulte Althoff;https://dblp.org/pid/01/4421.html;Christoph Schulte Althoff, Wolfgang Thomas, Nico Wallmeier;Observations on Determinization of Büchi Automata.;262-272;3;https://dblp.org/pid/01/4421.html,https://dblp.org/pid/76/5200.html,https://dblp.org/pid/t/WolfgangThomas.html;10.1007/11605157_22
CIAA;2011;Annie Foret;https://dblp.org/pid/81/3428.html;Denis Béchet, Alexander Ja. Dikovsky, Annie Foret;Categorial Grammars with Iterated Types form a Strict Hierarchy of k-Valued Languages.;42-52;3;https://dblp.org/pid/60/452.html,https://dblp.org/pid/81/3428.html,https://dblp.org/pid/b/DenisBechet.html;10.1007/978-3-642-22256-6_5
CIAA;2003;Robert Kelly;https://dblp.org/pid/61/3074.html;Robert Kelly, Julie Carson-Berndsen;Computational Linguistic Motivations for a Finite-State Machine Hierarchy.;301-303;2;https://dblp.org/pid/61/3074.html,https://dblp.org/pid/81/2648.html;10.1007/3-540-45089-0_30
CIAA;2006;Denis Maurel;https://dblp.org/pid/60/3064.html;Matthieu Constant, Denis Maurel;Compiling Linguistic Constraints into Finite State Automata.;242-252;2;https://dblp.org/pid/60/3064.html,https://dblp.org/pid/84/1588.html;10.1007/11812128_23
CIAA;2005;Denis Maurel;https://dblp.org/pid/60/3064.html;Jan Daciuk, Denis Maurel, Agata Savary;Incremental and Semi-incremental Construction of Pseudo-Minimal Automata.;341-342;3;https://dblp.org/pid/32/6117.html,https://dblp.org/pid/60/3064.html,https://dblp.org/pid/89/931.html;10.1007/11605157_29
CIAA;2001;Denis Maurel;https://dblp.org/pid/60/3064.html;Nathalie Friburger, Denis Maurel;Finite-State Transducer Cascade to Extract Proper Names in Texts.;115-124;2;https://dblp.org/pid/02/1922.html,https://dblp.org/pid/60/3064.html;10.1007/3-540-36390-4_10
CIAA;2000;Denis Maurel;https://dblp.org/pid/60/3064.html;Stoyan Mihov, Denis Maurel;Direct Construction of Minimal Acyclic Subsequential Transducers.;217-229;2;https://dblp.org/pid/60/3064.html,https://dblp.org/pid/67/6448.html;10.1007/3-540-44674-5_18
Workshop on Implementing Automata;1998;Denis Maurel;https://dblp.org/pid/60/3064.html;Denis Maurel, Brigitte Le Pévédic, Olivier Rousseau;The Syntactic Prediction with Token Automata: Application to HandiAS System.;100-109;3;https://dblp.org/pid/26/4241.html,https://dblp.org/pid/60/3064.html,https://dblp.org/pid/67/55.html;10.1007/3-540-48057-9_9
Workshop on Implementing Automata;1997;Denis Maurel;https://dblp.org/pid/60/3064.html;Denis Maurel, Laurent Chauvier;Pseudo-minimal Transducers: A Transducer with Proper Elements.;122-132;2;https://dblp.org/pid/20/2564.html,https://dblp.org/pid/60/3064.html;10.1007/BFb0031386
Workshop on Implementing Automata;1996;Denis Maurel;https://dblp.org/pid/60/3064.html;Romuald Boné, Christophe Daguin, Antoine Georgevail, Denis Maurel;Time Series Forecasting by Finite-State Automata.;26-34;4;https://dblp.org/pid/60/3064.html,https://dblp.org/pid/75/5784.html,https://dblp.org/pid/82/2359.html,https://dblp.org/pid/99/1040.html;10.1007/3-540-63174-7_3
Workshop on Implementing Automata;1996;Denis Maurel;https://dblp.org/pid/60/3064.html;Denis Maurel;Building Automata on Schemata and Acceptability Tables: Application to French Data Adverbials.;72-86;1;https://dblp.org/pid/60/3064.html;10.1007/3-540-63174-7_7
CIAA;2012;Joshua Amavi;https://dblp.org/pid/82/9959.html;Joshua Amavi, Jacques Chabin, Pierre Réty;Weak Inclusion for Recursive XML Types.;78-89;3;https://dblp.org/pid/72/463.html,https://dblp.org/pid/76/6823.html,https://dblp.org/pid/82/9959.html;10.1007/978-3-642-31606-7_7
CIAA;2011;Joshua Amavi;https://dblp.org/pid/82/9959.html;Joshua Amavi, Jacques Chabin, Mirian Halfeld Ferrari Alves, Pierre Réty;Weak Inclusion for XML Types.;30-41;4;https://dblp.org/pid/72/463.html,https://dblp.org/pid/76/6823.html,https://dblp.org/pid/82/9959.html,https://dblp.org/pid/f/MirianHalfeldFerrariAlves.html;10.1007/978-3-642-22256-6_4
CIAA;2005;Esko Ukkonen;https://dblp.org/pid/u/EskoUkkonen.html;Hellis Tamm, Matti Nykänen, Esko Ukkonen;Size Reduction of Multitape Automata.;307-318;3;https://dblp.org/pid/45/6004.html,https://dblp.org/pid/56/5603.html,https://dblp.org/pid/u/EskoUkkonen.html;10.1007/11605157_26
CIAA;2004;Esko Ukkonen;https://dblp.org/pid/u/EskoUkkonen.html;Hellis Tamm, Matti Nykänen, Esko Ukkonen;Size Reduction of Multitape Automata.;329-330;3;https://dblp.org/pid/45/6004.html,https://dblp.org/pid/56/5603.html,https://dblp.org/pid/u/EskoUkkonen.html;10.1007/978-3-540-30500-2_39
CIAA;2003;Esko Ukkonen;https://dblp.org/pid/u/EskoUkkonen.html;Hellis Tamm, Esko Ukkonen;Bideterministic Automata and Minimal Representations of Regular Languages.;61-71;2;https://dblp.org/pid/56/5603.html,https://dblp.org/pid/u/EskoUkkonen.html;10.1007/3-540-45089-0_7
