Key;Author-Key;Author;Author-URL;Title;Co-Authors;Co-Author-URLs;Pagination;Year;Venue
25458;428;Michael D. Riley;https://dblp.uni-trier.de/pid/73/924.html;Filters for Efficient Composition of Weighted Finite-State Transducers.;Cyril Allauzen, Michael Riley, Johan Schalkwyk;['https://dblp.uni-trier.de/pid/85/2685.html', 'https://dblp.uni-trier.de/pid/98/6688.html'];28-38;2010;CIAA
25466;428;Michael D. Riley;https://dblp.uni-trier.de/pid/73/924.html;OpenFst: A General and Efficient Weighted Finite-State Transducer Library.;Cyril Allauzen, Michael Riley, Johan Schalkwyk, Wojciech Skut, Mehryar Mohri;['https://dblp.uni-trier.de/pid/85/2685.html', 'https://dblp.uni-trier.de/pid/98/6688.html', 'https://dblp.uni-trier.de/pid/74/4110.html', 'https://dblp.uni-trier.de/pid/03/5448.html'];11-23;2007;CIAA
25491;428;Michael D. Riley;https://dblp.uni-trier.de/pid/73/924.html;A Rational Design for a Weighted Finite-State Transducer Library.;Mehryar Mohri, Fernando C. N. Pereira, Michael Riley;['https://dblp.uni-trier.de/pid/03/5448.html', 'https://dblp.uni-trier.de/pid/p/FernandoCNPereira.html'];144-158;1997;Workshop on Implementing Automata
25518;701;Laetitia Laversa;https://dblp.uni-trier.de/pid/225/6395.html;Guessing the Buffer Bound for k-Synchronizability.;Cinzia Di Giusto, Laetitia Laversa, Étienne Lozes;['https://dblp.uni-trier.de/pid/86/6994.html', 'https://dblp.uni-trier.de/pid/69/4259.html'];102-114;2021;CIAA
25532;351;Mutlu Beyazit;https://dblp.uni-trier.de/pid/38/7215.html;Using Regular Grammars for Event-Based Testing.;Fevzi Belli, Mutlu Beyazit;['https://dblp.uni-trier.de/pid/74/4321.html'];48-59;2013;CIAA
25551;644;Kenny Zhuo Ming Lu;https://dblp.uni-trier.de/pid/33/5963.html;Derivative-Based Diagnosis of Regular Expression Ambiguity.;Martin Sulzmann, Kenny Zhuo Ming Lu;['https://dblp.uni-trier.de/pid/94/756.html'];260-272;2016;CIAA
25601;214;Natasa Jonoska;https://dblp.uni-trier.de/pid/j/NatasaJonoska.html;Using Automata to Describe Self-Assembled Nanostructures.;Natasa Jonoska;[];1-3;2010;CIAA
25616;214;Natasa Jonoska;https://dblp.uni-trier.de/pid/j/NatasaJonoska.html;On Complexity of Two Dimensional Languages Generated by Transducers.;Egor Dolzhenko, Natasa Jonoska;['https://dblp.uni-trier.de/pid/16/6072.html'];181-190;2008;CIAA
25617;214;Natasa Jonoska;https://dblp.uni-trier.de/pid/j/NatasaJonoska.html;Finite State Automata Representing Two-Dimensional Subshifts.;Natasa Jonoska, Joni Burnette Pirnot;['https://dblp.uni-trier.de/pid/47/5591.html'];277-289;2007;CIAA
25681;490;Stefano Varricchio;https://dblp.uni-trier.de/pid/61/649.html;Finite Automata and Non-self-Embedding Grammars.;Marcella Anselmo, Dora Giammarresi, Stefano Varricchio;['https://dblp.uni-trier.de/pid/91/3140.html', 'https://dblp.uni-trier.de/pid/13/1566.html'];47-56;2002;CIAA
25739;32;Daniel Goc;https://dblp.uni-trier.de/pid/179/4995.html;Automatic Theorem-Proving in Combinatorics on Words.;Daniel Goc, Dane Henshall, Jeffrey O. Shallit;['https://dblp.uni-trier.de/pid/79/11143.html', 'https://dblp.uni-trier.de/pid/s/JeffreyShallit.html'];180-191;2012;CIAA
25782;869;Frédérique Bassino;https://dblp.uni-trier.de/pid/75/2199.html;: A Library to Randomly and Exhaustively Generate Automata.;Frédérique Bassino, Julien David, Cyril Nicaud;['https://dblp.uni-trier.de/pid/27/1726.html', 'https://dblp.uni-trier.de/pid/28/881.html'];303-305;2007;CIAA
25885;185;Lukás Holík;https://dblp.uni-trier.de/pid/64/6177.html;Antichain-Based Universality and Inclusion Testing over Nondeterministic Finite Tree Automata.;Ahmed Bouajjani, Peter Habermehl, Lukás Holík, Tayssir Touili, Tomás Vojnar;['https://dblp.uni-trier.de/pid/b/AhmedBouajjani.html', 'https://dblp.uni-trier.de/pid/22/639.html', 'https://dblp.uni-trier.de/pid/23/6190.html', 'https://dblp.uni-trier.de/pid/51/533.html'];57-67;2008;CIAA
25886;185;Lukás Holík;https://dblp.uni-trier.de/pid/64/6177.html;Composed Bisimulation for Tree Automata.;Parosh Aziz Abdulla, Ahmed Bouajjani, Lukás Holík, Lisa Kaati, Tomás Vojnar;['https://dblp.uni-trier.de/pid/a/PAAbdulla.html', 'https://dblp.uni-trier.de/pid/b/AhmedBouajjani.html', 'https://dblp.uni-trier.de/pid/34/5632.html', 'https://dblp.uni-trier.de/pid/51/533.html'];212-222;2008;CIAA
25892;306;Cédric Bastien;https://dblp.uni-trier.de/pid/36/4618.html;Reducing Simple Grammars: Exponential Against Highly-Polynomial Time in Practice.;Cédric Bastien, Jurek Czyzowicz, Wojciech Fraczak, Wojciech Rytter;['https://dblp.uni-trier.de/pid/23/584.html', 'https://dblp.uni-trier.de/pid/91/1979.html', 'https://dblp.uni-trier.de/pid/r/WojciechRytter.html'];90-101;2006;CIAA
25893;306;Cédric Bastien;https://dblp.uni-trier.de/pid/36/4618.html;Prime Normal Form and Equivalence of Simple Grammars.;Cédric Bastien, Jurek Czyzowicz, Wojciech Fraczak, Wojciech Rytter;['https://dblp.uni-trier.de/pid/23/584.html', 'https://dblp.uni-trier.de/pid/91/1979.html', 'https://dblp.uni-trier.de/pid/r/WojciechRytter.html'];78-89;2005;CIAA
25918;756;Simão Melo de Sousa;https://dblp.uni-trier.de/pid/35/5844.html;Partial Derivative Automata Formalized in Coq.;José Bacelar Almeida, Nelma Moreira, David Pereira, Simão Melo de Sousa;['https://dblp.uni-trier.de/pid/66/3456.html', 'https://dblp.uni-trier.de/pid/n/NelmaMoreira.html', 'https://dblp.uni-trier.de/pid/98/6226.html'];59-68;2010;CIAA
25942;243;André Almeida;https://dblp.uni-trier.de/pid/00/7175.html;FAdo and GUItar.;André Almeida, Marco Almeida, José Alves, Nelma Moreira, Rogério Reis;['https://dblp.uni-trier.de/pid/53/3527.html', 'https://dblp.uni-trier.de/pid/54/7174.html', 'https://dblp.uni-trier.de/pid/n/NelmaMoreira.html', 'https://dblp.uni-trier.de/pid/30/5254.html'];65-74;2009;CIAA
25944;613;K. Sasidharan;https://dblp.uni-trier.de/pid/29/5029.html;A Package for the Implementation of Block Codes as Finite Automata.;Priti Shankar, K. Sasidharan, Vikas Aggarwal, B. Sundar Rajan;['https://dblp.uni-trier.de/pid/59/2499.html', 'https://dblp.uni-trier.de/pid/13/471.html', 'https://dblp.uni-trier.de/pid/r/BSundarRajan.html'];279-292;2000;CIAA
25955;24;Gianluca Mezzetti;https://dblp.uni-trier.de/pid/96/10107.html;Towards Nominal Context-Free Model-Checking.;Pierpaolo Degano, Gian Luigi Ferrari, Gianluca Mezzetti;['https://dblp.uni-trier.de/pid/90/1344.html', 'https://dblp.uni-trier.de/pid/f/GianLuigiFerrari.html'];109-121;2013;CIAA
25958;24;Gianluca Mezzetti;https://dblp.uni-trier.de/pid/96/10107.html;Nominal Automata for Resource Usage Control.;Pierpaolo Degano, Gian Luigi Ferrari, Gianluca Mezzetti;['https://dblp.uni-trier.de/pid/90/1344.html', 'https://dblp.uni-trier.de/pid/f/GianLuigiFerrari.html'];125-137;2012;CIAA
25968;486;Abiel Roche-Lima;https://dblp.uni-trier.de/pid/147/8587.html;Pairwise Rational Kernels Obtained by Automaton Operations.;Abiel Roche-Lima, Michael Domaratzki, Brian Fristensky;['https://dblp.uni-trier.de/pid/30/3872.html', 'https://dblp.uni-trier.de/pid/52/7111.html'];332-345;2014;CIAA
25980;193;Manuel Vazquez de Parga;https://dblp.uni-trier.de/pid/87/3323.html;Learning Regular Languages Using Nondeterministic Finite Automata.;Pedro García, Manuel Vazquez de Parga, Gloria Inés Alvarez, José Ruiz;['https://dblp.uni-trier.de/pid/04/2667-1.html', 'https://dblp.uni-trier.de/pid/97/8237.html', 'https://dblp.uni-trier.de/pid/39/386-1.html'];92-101;2008;CIAA
25981;193;Manuel Vazquez de Parga;https://dblp.uni-trier.de/pid/87/3323.html;A Family of Algorithms for Non Deterministic Regular Languages Inference.;Manuel Vazquez de Parga, Pedro García, José Ruiz;['https://dblp.uni-trier.de/pid/04/2667-1.html', 'https://dblp.uni-trier.de/pid/39/386-1.html'];265-274;2006;CIAA
25989;469;Ivana Krajnáková;https://dblp.uni-trier.de/pid/147/8411.html;On the Square of Regular Languages.;Kristína Cevorová, Galina Jirásková, Ivana Krajnáková;['https://dblp.uni-trier.de/pid/131/2471.html', 'https://dblp.uni-trier.de/pid/j/GJiraskova.html'];136-147;2014;CIAA
26042;740;Suman Roy;https://dblp.uni-trier.de/pid/54/2257.html;A Finite Union of DFAs in Symbolic Model Checking of Infinite Systems.;Suman Roy, Bhaskar Chakraborty;['https://dblp.uni-trier.de/pid/24/616.html'];277-278;2006;CIAA
26060;310;Thomas Claveirole;https://dblp.uni-trier.de/pid/12/4149.html;Inside Vaucanson.;"Thomas Claveirole, Sylvain Lombardy, ""Sarah OConnor"", Louis-Noël Pouchet, Jacques Sakarovitch";['https://dblp.uni-trier.de/pid/54/1797.html', 'https://dblp.uni-trier.de/pid/70/1542.html', 'https://dblp.uni-trier.de/pid/41/5129.html', 'https://dblp.uni-trier.de/pid/29/910.html'];116-128;2005;CIAA
26125;605;Anders Møller;https://dblp.uni-trier.de/pid/55/6739.html;Analyzing Ambiguity of Context-Free Grammars.;Claus Brabrand, Robert Giegerich, Anders Møller;['https://dblp.uni-trier.de/pid/61/6274.html', 'https://dblp.uni-trier.de/pid/g/RobertGiegerich.html'];214-225;2007;CIAA
26147;605;Anders Møller;https://dblp.uni-trier.de/pid/55/6739.html;MONA Implementation Secrets.;Nils Klarlund, Anders Møller, Michael I. Schwartzbach;['https://dblp.uni-trier.de/pid/k/NilsKlarlund.html', 'https://dblp.uni-trier.de/pid/s/MichaelISchwartzbach.html'];182-194;2000;CIAA
26265;255;Mohamed Faouzi Atig;https://dblp.uni-trier.de/pid/42/4028.html;Verifying Parallel Programs with Dynamic Communication Structures.;Mohamed Faouzi Atig, Tayssir Touili;['https://dblp.uni-trier.de/pid/23/6190.html'];145-154;2009;CIAA
26287;73;Sheng Yu;https://dblp.uni-trier.de/pid/y/ShengYu.html;Derick Wood: Always in Our Hearts.;Sheng Yu;[];1-2;2011;CIAA
26291;73;Sheng Yu;https://dblp.uni-trier.de/pid/y/ShengYu.html;State Complexity of Catenation Combined with Union and Intersection.;Bo Cui, Yuan Gao, Lila Kari, Sheng Yu;['https://dblp.uni-trier.de/pid/58/4730-1.html', 'https://dblp.uni-trier.de/pid/76/2452-1.html', 'https://dblp.uni-trier.de/pid/k/LilaKari.html'];95-104;2010;CIAA
26302;73;Sheng Yu;https://dblp.uni-trier.de/pid/y/ShengYu.html;Are Statecharts Finite Automata?;Hanlin Lu, Sheng Yu;['https://dblp.uni-trier.de/pid/31/7172.html'];258-261;2009;CIAA
26318;73;Sheng Yu;https://dblp.uni-trier.de/pid/y/ShengYu.html;Deterministic Caterpillar Expressions.;Kai Salomaa, Sheng Yu, Jinfeng Zan;['https://dblp.uni-trier.de/pid/02/6009.html', 'https://dblp.uni-trier.de/pid/33/2837.html'];97-108;2007;CIAA
26323;73;Sheng Yu;https://dblp.uni-trier.de/pid/y/ShengYu.html;On the State Complexity of Combined Operations.;Sheng Yu;[];11-22;2006;CIAA
26356;73;Sheng Yu;https://dblp.uni-trier.de/pid/y/ShengYu.html;Regex and Extended Regex.;Cezar Câmpeanu, Kai Salomaa, Sheng Yu;['https://dblp.uni-trier.de/pid/41/4735.html', 'https://dblp.uni-trier.de/pid/02/6009.html'];77-84;2002;CIAA
26371;73;Sheng Yu;https://dblp.uni-trier.de/pid/y/ShengYu.html;An O(n2) Algorithm for Constructing Minimal Cover Automata for Finite Languages.;Andrei Paun, Nicolae Santean, Sheng Yu;['https://dblp.uni-trier.de/pid/93/263.html', 'https://dblp.uni-trier.de/pid/s/NicolaeSantean.html'];243-251;2000;CIAA
26380;73;Sheng Yu;https://dblp.uni-trier.de/pid/y/ShengYu.html;Metric Lexical Analysis.;Cristian Calude, Kai Salomaa, Sheng Yu;['https://dblp.uni-trier.de/pid/c/CSCalude.html', 'https://dblp.uni-trier.de/pid/02/6009.html'];48-59;1999;WIA
26381;73;Sheng Yu;https://dblp.uni-trier.de/pid/y/ShengYu.html;State Complexity of Basic Operations on Finite Languages.;Cezar Câmpeanu, Karel Culík II, Kai Salomaa, Sheng Yu;['https://dblp.uni-trier.de/pid/41/4735.html', 'https://dblp.uni-trier.de/pid/c/KarelCulikII.html', 'https://dblp.uni-trier.de/pid/02/6009.html'];60-70;1999;WIA
26386;73;Sheng Yu;https://dblp.uni-trier.de/pid/y/ShengYu.html;Minimal Cover-Automata for Finite Languages.;Cezar Câmpeanu, Nicolae Santean, Sheng Yu;['https://dblp.uni-trier.de/pid/41/4735.html', 'https://dblp.uni-trier.de/pid/s/NicolaeSantean.html'];43-56;1998;Workshop on Implementing Automata
26387;73;Sheng Yu;https://dblp.uni-trier.de/pid/y/ShengYu.html;Implementing Reversed Alternating Finite Automaton (r-AFA) Operations.;Sandra Huerter, Kai Salomaa, Xiuming Wu, Sheng Yu;['https://dblp.uni-trier.de/pid/48/1861.html', 'https://dblp.uni-trier.de/pid/02/6009.html', 'https://dblp.uni-trier.de/pid/80/1138.html'];69-81;1998;Workshop on Implementing Automata
26394;73;Sheng Yu;https://dblp.uni-trier.de/pid/y/ShengYu.html;Efficient Implementation of Regular Languages Using R-AFA.;Kai Salomaa, Xiuming Wu, Sheng Yu;['https://dblp.uni-trier.de/pid/02/6009.html', 'https://dblp.uni-trier.de/pid/80/1138.html'];176-184;1997;Workshop on Implementing Automata
26400;73;Sheng Yu;https://dblp.uni-trier.de/pid/y/ShengYu.html;NFA to DFA Transformation for Finite Languages.;Kai Salomaa, Sheng Yu;['https://dblp.uni-trier.de/pid/02/6009.html'];149-158;1996;Workshop on Implementing Automata
26441;828;Ingo Felscher;https://dblp.uni-trier.de/pid/55/118.html;Compositional Failure Detection in Structured Transition Systems.;Ingo Felscher, Wolfgang Thomas;['https://dblp.uni-trier.de/pid/t/WolfgangThomas.html'];130-141;2011;CIAA
26455;594;Yuta Takahashi;https://dblp.uni-trier.de/pid/25/140.html;Streaming Ranked-Tree-to-String Transducers.;Yuta Takahashi, Kazuyuki Asada, Keisuke Nakano;['https://dblp.uni-trier.de/pid/00/2793.html', 'https://dblp.uni-trier.de/pid/32/3049-1.html'];235-247;2019;CIAA
26507;347;Francine Blanchet-Sadri;https://dblp.uni-trier.de/pid/b/FBlanchetSadri.html;Minimal Partial Languages and Automata.;Francine Blanchet-Sadri, Kira Goldner, Aidan Shackleton;['https://dblp.uni-trier.de/pid/147/8529.html', 'https://dblp.uni-trier.de/pid/147/8536.html'];110-123;2014;CIAA
26521;347;Francine Blanchet-Sadri;https://dblp.uni-trier.de/pid/b/FBlanchetSadri.html;Partial Word DFAs.;Eric Balkanski, Francine Blanchet-Sadri, Matthew Kilgore, Benjamin J. Wyatt;['https://dblp.uni-trier.de/pid/132/1997.html', 'https://dblp.uni-trier.de/pid/132/2005.html', 'https://dblp.uni-trier.de/pid/43/8172.html'];36-47;2013;CIAA
26712;717;Jonathan May;https://dblp.uni-trier.de/pid/00/4758.html;Backward and Forward Bisimulation Minimisation of Tree Automata.;Johanna Högberg, Andreas Maletti, Jonathan May;['https://dblp.uni-trier.de/pid/75/5525.html', 'https://dblp.uni-trier.de/pid/48/3591.html'];109-121;2007;CIAA
26714;717;Jonathan May;https://dblp.uni-trier.de/pid/00/4758.html;Tiburon: A Weighted Tree Automata Toolkit.;Jonathan May, Kevin Knight;['https://dblp.uni-trier.de/pid/77/1610.html'];102-113;2006;CIAA
26718;202;Takuya Nishiyama;https://dblp.uni-trier.de/pid/69/4700.html;A Translation from the HTML DTD into a Regular Hedge Grammar.;Takuya Nishiyama, Yasuhiko Minamide;['https://dblp.uni-trier.de/pid/27/2249.html'];122-131;2008;CIAA
26750;652;Véronique Cortier;https://dblp.uni-trier.de/pid/65/550.html;Electronic Voting: How Logic Can Help.;Véronique Cortier;[];xi-xii;2017;CIAA
26969;625;Jiamou Liu;https://dblp.uni-trier.de/pid/46/4291.html;Decision Problems for Finite Automata over Infinite Algebraic Structures.;Bakhadyr Khoussainov, Jiamou Liu;['https://dblp.uni-trier.de/pid/59/1434.html'];3-11;2016;CIAA
27021;275;Jürgen Albert;https://dblp.uni-trier.de/pid/00/5474.html;Extended Context-Free Grammars and Normal Form Algorithms.;Jürgen Albert, Dora Giammarresi, Derick Wood;['https://dblp.uni-trier.de/pid/13/1566.html', 'https://dblp.uni-trier.de/pid/w/DerickWood.html'];1-12;1998;Workshop on Implementing Automata
27134;760;Stefano Tonetta;https://dblp.uni-trier.de/pid/t/StefanoTonetta.html;From Sequential Extended Regular Expressions to NFA with Symbolic Labels.;Alessandro Cimatti, Sergio Mover, Marco Roveri, Stefano Tonetta;['https://dblp.uni-trier.de/pid/13/5961.html', 'https://dblp.uni-trier.de/pid/59/7880.html', 'https://dblp.uni-trier.de/pid/83/563.html'];87-94;2010;CIAA
27175;330;Priti Shankar;https://dblp.uni-trier.de/pid/59/2499.html;Compressing XML Documents Using Recursive Finite State Automata.;Hariharan Subramanian, Priti Shankar;['https://dblp.uni-trier.de/pid/55/1359.html'];282-293;2005;CIAA
27189;330;Priti Shankar;https://dblp.uni-trier.de/pid/59/2499.html;A Package for the Implementation of Block Codes as Finite Automata.;Priti Shankar, K. Sasidharan, Vikas Aggarwal, B. Sundar Rajan;['https://dblp.uni-trier.de/pid/29/5029.html', 'https://dblp.uni-trier.de/pid/13/471.html', 'https://dblp.uni-trier.de/pid/r/BSundarRajan.html'];279-292;2000;CIAA
27253;449;Frank Stephan;https://dblp.uni-trier.de/pid/s/FrankStephan.html;On the Values for Factor Complexity.;Birzhan Moldagaliyev, Ludwig Staiger, Frank Stephan;['https://dblp.uni-trier.de/pid/203/8161.html', 'https://dblp.uni-trier.de/pid/s/LudwigStaiger.html'];274-285;2018;CIAA
27542;222;Andrew Badr;https://dblp.uni-trier.de/pid/45/4788.html;Hyper-Minimization in O(n2).;Andrew Badr;[];223-231;2008;CIAA
27720;388;Hideo Bannai;https://dblp.uni-trier.de/pid/44/2355.html;Compressed Automata for Dictionary Matching.;Tomohiro I, Takaaki Nishimoto, Shunsuke Inenaga, Hideo Bannai, Masayuki Takeda;['https://dblp.uni-trier.de/pid/95/2224.html', 'https://dblp.uni-trier.de/pid/132/1960.html', 'https://dblp.uni-trier.de/pid/88/1129.html', 'https://dblp.uni-trier.de/pid/35/1544.html'];319-330;2013;CIAA
27805;672;Louis-Marie Dando;https://dblp.uni-trier.de/pid/201/5390.html;From Hadamard Expressions to Weighted Rotating Automata and Back.;Louis-Marie Dando, Sylvain Lombardy;['https://dblp.uni-trier.de/pid/54/1797.html'];163-174;2017;CIAA
27825;367;Sang-Ki Ko;https://dblp.uni-trier.de/pid/71/9491.html;Efficient Enumeration of Regular Expressions for Faster Regular Expression Synthesis.;Su-Hyeon Kim, Hyeonseung Im, Sang-Ki Ko;['https://dblp.uni-trier.de/pid/296/0145.html', 'https://dblp.uni-trier.de/pid/78/997.html'];65-76;2021;CIAA
27844;367;Sang-Ki Ko;https://dblp.uni-trier.de/pid/71/9491.html;Alignment Distance of Regular Tree Languages.;Yo-Sub Han, Sang-Ki Ko;['https://dblp.uni-trier.de/pid/h/YoSubHan.html'];126-137;2017;CIAA
27865;367;Sang-Ki Ko;https://dblp.uni-trier.de/pid/71/9491.html;Left is Better than Right for Reducing Nondeterminism of NFAs.;Sang-Ki Ko, Yo-Sub Han;['https://dblp.uni-trier.de/pid/h/YoSubHan.html'];238-251;2014;CIAA
27868;367;Sang-Ki Ko;https://dblp.uni-trier.de/pid/71/9491.html;Approximate Matching between a Context-Free Grammar and a Finite-State Automaton.;Yo-Sub Han, Sang-Ki Ko, Kai Salomaa;['https://dblp.uni-trier.de/pid/h/YoSubHan.html', 'https://dblp.uni-trier.de/pid/02/6009.html'];146-157;2013;CIAA
27875;367;Sang-Ki Ko;https://dblp.uni-trier.de/pid/71/9491.html;A Cellular Automaton Model for Car Traffic with a Form-One-Lane Rule.;Yo-Sub Han, Sang-Ki Ko;['https://dblp.uni-trier.de/pid/h/YoSubHan.html'];154-165;2011;CIAA
27927;737;Matthieu Constant;https://dblp.uni-trier.de/pid/84/1588.html;A Finite-State Super-Chunker.;Olivier Blanc, Matthieu Constant, Patrick Watrin;['https://dblp.uni-trier.de/pid/49/1174.html', 'https://dblp.uni-trier.de/pid/63/2301.html'];306-308;2007;CIAA
27931;737;Matthieu Constant;https://dblp.uni-trier.de/pid/84/1588.html;Compiling Linguistic Constraints into Finite State Automata.;Matthieu Constant, Denis Maurel;['https://dblp.uni-trier.de/pid/60/3064.html'];242-252;2006;CIAA
27939;53;Andreas Reuß;https://dblp.uni-trier.de/pid/39/8612.html;Crossing the Syntactic Barrier: Hom-Disequalities for H1-Clauses.;Andreas Reuß, Helmut Seidl;['https://dblp.uni-trier.de/pid/s/HelmutSeidl.html'];301-312;2012;CIAA
27943;808;Antoine Georgevail;https://dblp.uni-trier.de/pid/75/5784.html;Time Series Forecasting by Finite-State Automata.;Romuald Boné, Christophe Daguin, Antoine Georgevail, Denis Maurel;['https://dblp.uni-trier.de/pid/82/2359.html', 'https://dblp.uni-trier.de/pid/99/1040.html', 'https://dblp.uni-trier.de/pid/60/3064.html'];26-34;1996;Workshop on Implementing Automata
27955;664;Robert Ferens;https://dblp.uni-trier.de/pid/194/2376.html;Complexity of Bifix-Free Regular Languages.;Robert Ferens, Marek Szykula;['https://dblp.uni-trier.de/pid/97/10625.html'];76-88;2017;CIAA
27978;234;Giusi Castiglione;https://dblp.uni-trier.de/pid/g/GiusiCastiglione.html;Nondeterministic Moore Automata and Brzozowski's Algorithm.;Giusi Castiglione, Antonio Restivo, Marinella Sciortino;['https://dblp.uni-trier.de/pid/05/2717.html', 'https://dblp.uni-trier.de/pid/86/6093.html'];88-99;2011;CIAA
27980;234;Giusi Castiglione;https://dblp.uni-trier.de/pid/g/GiusiCastiglione.html;A Challenging Family of Automata for Classical Minimization Algorithms.;Giusi Castiglione, Cyril Nicaud, Marinella Sciortino;['https://dblp.uni-trier.de/pid/28/881.html', 'https://dblp.uni-trier.de/pid/86/6093.html'];251-260;2010;CIAA
27983;234;Giusi Castiglione;https://dblp.uni-trier.de/pid/g/GiusiCastiglione.html;On Extremal Cases of Hopcroft's Algorithm.;Giusi Castiglione, Antonio Restivo, Marinella Sciortino;['https://dblp.uni-trier.de/pid/05/2717.html', 'https://dblp.uni-trier.de/pid/86/6093.html'];14-23;2009;CIAA
27996;721;Tibor Csáki;https://dblp.uni-trier.de/pid/63/3208.html;Multi-tape Automata with Symbol Classes.;Florent Nicart, Jean-Marc Champarnaud, Tibor Csáki, Tamás Gaál, André Kempe;['https://dblp.uni-trier.de/pid/04/692.html', 'https://dblp.uni-trier.de/pid/30/6143.html', 'https://dblp.uni-trier.de/pid/61/5622.html', 'https://dblp.uni-trier.de/pid/73/3270.html'];126-136;2006;CIAA
28011;371;Ayon Sen;https://dblp.uni-trier.de/pid/132/1962.html;On Palindromic Sequence Automata and Applications.;Md. Mahbubul Hasan, A. S. M. Sohidull Islam, M. Sohel Rahman, Ayon Sen;['https://dblp.uni-trier.de/pid/28/10360.html', 'https://dblp.uni-trier.de/pid/125/3621.html', 'https://dblp.uni-trier.de/pid/r/MohammadSohelRahman.html'];158-168;2013;CIAA
28014;408;Robert Mercas;https://dblp.uni-trier.de/pid/20/2344.html;A Toolkit for Parikh Matrices.;Laura K. Hutchinson, Robert Mercas, Daniel Reidenbach;['https://dblp.uni-trier.de/pid/259/0271.html', 'https://dblp.uni-trier.de/pid/92/5487.html'];116-127;2022;CIAA
28099;45;Jean Mairesse;https://dblp.uni-trier.de/pid/87/1132.html;Implementing Computations in Automaton (Semi)groups.;Ines Klimann, Jean Mairesse, Matthieu Picantin;['https://dblp.uni-trier.de/pid/12/1449.html', 'https://dblp.uni-trier.de/pid/00/5897.html'];240-252;2012;CIAA
28155;799;Dominique Revuz;https://dblp.uni-trier.de/pid/63/2821.html;Operations on Extended Automata.;Dominique Revuz;[];171-175;1997;Workshop on Implementing Automata
28208;263;Michael Tautschnig;https://dblp.uni-trier.de/pid/18/1323.html;Short Regular Expressions from Finite Automata: Empirical Results.;Hermann Gruber, Markus Holzer, Michael Tautschnig;['https://dblp.uni-trier.de/pid/86/1702.html', 'https://dblp.uni-trier.de/pid/h/MarkusHolzer1.html'];188-197;2009;CIAA
28224;633;Peter Mlynárcik;https://dblp.uni-trier.de/pid/146/0422.html;Nondeterministic Complexity of Operations on Free and Convex Languages.;Michal Hospodár, Galina Jirásková, Peter Mlynárcik;['https://dblp.uni-trier.de/pid/182/6122.html', 'https://dblp.uni-trier.de/pid/j/GJiraskova.html'];138-150;2017;CIAA
28226;633;Peter Mlynárcik;https://dblp.uni-trier.de/pid/146/0422.html;Nondeterministic Complexity of Operations on Closed and Ideal Languages.;Michal Hospodár, Galina Jirásková, Peter Mlynárcik;['https://dblp.uni-trier.de/pid/182/6122.html', 'https://dblp.uni-trier.de/pid/j/GJiraskova.html'];125-137;2016;CIAA
28258;326;Wolfgang Thomas;https://dblp.uni-trier.de/pid/t/WolfgangThomas.html;Compositional Failure Detection in Structured Transition Systems.;Ingo Felscher, Wolfgang Thomas;['https://dblp.uni-trier.de/pid/55/118.html'];130-141;2011;CIAA
28302;326;Wolfgang Thomas;https://dblp.uni-trier.de/pid/t/WolfgangThomas.html;Observations on Determinization of Büchi Automata.;Christoph Schulte Althoff, Wolfgang Thomas, Nico Wallmeier;['https://dblp.uni-trier.de/pid/01/4421.html', 'https://dblp.uni-trier.de/pid/76/5200.html'];262-272;2005;CIAA
28310;326;Wolfgang Thomas;https://dblp.uni-trier.de/pid/t/WolfgangThomas.html;Symbolic Synthesis of Finite-State Controllers for Request-Response Specifications.;Nico Wallmeier, Patrick Hütten, Wolfgang Thomas;['https://dblp.uni-trier.de/pid/76/5200.html', 'https://dblp.uni-trier.de/pid/38/3950.html'];11-22;2003;CIAA
28469;776;Daniel Neider;https://dblp.uni-trier.de/pid/47/6419.html;Reachability Games on Automatic Graphs.;Daniel Neider;[];222-230;2010;CIAA
28480;12;Joshua Amavi;https://dblp.uni-trier.de/pid/82/9959.html;Weak Inclusion for Recursive XML Types.;Joshua Amavi, Jacques Chabin, Pierre Réty;['https://dblp.uni-trier.de/pid/72/463.html', 'https://dblp.uni-trier.de/pid/76/6823.html'];78-89;2012;CIAA
28481;12;Joshua Amavi;https://dblp.uni-trier.de/pid/82/9959.html;Weak Inclusion for XML Types.;Joshua Amavi, Jacques Chabin, Mirian Halfeld Ferrari Alves, Pierre Réty;['https://dblp.uni-trier.de/pid/72/463.html', 'https://dblp.uni-trier.de/pid/f/MirianHalfeldFerrariAlves.html', 'https://dblp.uni-trier.de/pid/76/6823.html'];30-41;2011;CIAA
28483;849;Larissa Werlein;https://dblp.uni-trier.de/pid/07/2826.html;Regulated Nondeterminism in Pushdown Automata.;Martin Kutrib, Andreas Malcher, Larissa Werlein;['https://dblp.uni-trier.de/pid/k/MartinKutrib.html', 'https://dblp.uni-trier.de/pid/58/2201.html'];85-96;2007;CIAA
28487;218;Kazuhito Hagio;https://dblp.uni-trier.de/pid/91/5828.html;A Run-Time Efficient Implementation of Compressed Pattern Matching Automata.;Tetsuya Matsumoto, Kazuhito Hagio, Masayuki Takeda;['https://dblp.uni-trier.de/pid/05/2921.html', 'https://dblp.uni-trier.de/pid/35/1544.html'];201-211;2008;CIAA
