Author;Title;Co-Authors;No Authors;Year;Pagination
https://dblp.uni-trier.de/pid/d/FrankDrewes.html;Hybrid Tree Automata and the Yield Theorem for Constituent Tree Automata.;['https://dblp.uni-trier.de/pid/212/4580.html', 'https://dblp.uni-trier.de/pid/v/HeikoVogler.html'];3;2022;93-105
https://dblp.uni-trier.de/pid/d/FrankDrewes.html;Z-Automata for Compact and Direct Representation of Unranked Tree Languages.;['https://dblp.uni-trier.de/pid/75/5525.html', 'https://dblp.uni-trier.de/pid/69/6644.html'];3;2019;83-94
https://dblp.uni-trier.de/pid/d/FrankDrewes.html;A Comparison of Two N-Best Extraction Methods for Weighted Tree Automata.;['https://dblp.uni-trier.de/pid/75/5525.html', 'https://dblp.uni-trier.de/pid/37/2510.html'];3;2018;97-108
https://dblp.uni-trier.de/pid/d/FrankDrewes.html;Computing Raster Images from Grid Picture Grammars.;['https://dblp.uni-trier.de/pid/28/3680.html', 'https://dblp.uni-trier.de/pid/10/624.html', 'https://dblp.uni-trier.de/pid/k/JHKreowski.html'];4;2000;113-121
https://dblp.uni-trier.de/pid/d/FrankDrewes.html;TREEBAG.;['https://dblp.uni-trier.de/pid/10/624.html'];2;2000;329-330
https://dblp.uni-trier.de/pid/b/DenisBechet.html;Categorial Grammars with Iterated Types form a Strict Hierarchy of k-Valued Languages.;['https://dblp.uni-trier.de/pid/60/452.html', 'https://dblp.uni-trier.de/pid/81/3428.html'];3;2011;42-52
https://dblp.uni-trier.de/pid/20/118.html;Finite-State Molecular Computing.;['https://dblp.uni-trier.de/pid/15/3718.html', 'https://dblp.uni-trier.de/pid/49/4233.html', 'https://dblp.uni-trier.de/pid/53/947.html'];4;2003;309-310
https://dblp.uni-trier.de/pid/13/3203.html;An Application of Quantum Finite Automata to Interactive Proof Systems.;['https://dblp.uni-trier.de/pid/02/5630.html'];2;2004;225-236
https://dblp.uni-trier.de/pid/79/7504.html;Early Nested Word Automata for XPath Query Answering on XML Streams.;['https://dblp.uni-trier.de/pid/80/1808.html', 'https://dblp.uni-trier.de/pid/51/7012.html', 'https://dblp.uni-trier.de/pid/n/JNiehren.html', 'https://dblp.uni-trier.de/pid/09/8910.html'];5;2013;292-305
https://dblp.uni-trier.de/pid/51/3734.html;Using Finite State Technology in Natural Language Processing of Basque.;['https://dblp.uni-trier.de/pid/77/2513.html', 'https://dblp.uni-trier.de/pid/22/987.html', 'https://dblp.uni-trier.de/pid/79/3795.html', 'https://dblp.uni-trier.de/pid/13/2854.html'];5;2001;1-12
https://dblp.uni-trier.de/pid/33/658.html;Describing Homing and Distinguishing Sequences for Nondeterministic Finite State Machines via Synchronizing Automata.;['https://dblp.uni-trier.de/pid/72/9959.html'];2;2015;188-198
https://dblp.uni-trier.de/pid/33/658.html;On the Length of Homing Sequences for Nondeterministic Finite State Machines.;['https://dblp.uni-trier.de/pid/72/9959.html'];2;2013;220-231
https://dblp.uni-trier.de/pid/33/658.html;Preset and Adaptive Homing Experiments for Nondeterministic Finite State Machines.;['https://dblp.uni-trier.de/pid/72/9959.html', 'https://dblp.uni-trier.de/pid/83/1062.html'];3;2011;215-224
https://dblp.uni-trier.de/pid/33/658.html;Progressive Solutions to FSM Equations.;['https://dblp.uni-trier.de/pid/83/1062.html'];2;2008;274-282
https://dblp.uni-trier.de/pid/296/0334.html;Memoized Regular Expressions.;['https://dblp.uni-trier.de/pid/59/6051.html', 'https://dblp.uni-trier.de/pid/292/8936.html', 'https://dblp.uni-trier.de/pid/59/9687.html'];4;2021;39-52
https://dblp.uni-trier.de/pid/318/2800.html;Energy Complexity of Regular Language Recognition.;['https://dblp.uni-trier.de/pid/61/61.html', 'https://dblp.uni-trier.de/pid/318/2744.html', 'https://dblp.uni-trier.de/pid/11/4210.html'];4;2022;200-211
https://dblp.uni-trier.de/pid/05/3181.html;Path-Equivalent Removals of epsilon-transitions in a Genomic Weighted Finite Automaton.;['https://dblp.uni-trier.de/pid/01/4182.html', 'https://dblp.uni-trier.de/pid/79/1435.html'];3;2006;23-33
https://dblp.uni-trier.de/pid/05/3181.html;Linear Encoding Scheme for Weighted Finite Automata.;['https://dblp.uni-trier.de/pid/79/1435.html'];2;2004;146-155
https://dblp.uni-trier.de/pid/52/991.html;Complexity of Inferring Local Transition Functions of Discrete Dynamical Systems.;['https://dblp.uni-trier.de/pid/73/8044.html', 'https://dblp.uni-trier.de/pid/09/7561.html', 'https://dblp.uni-trier.de/pid/94/2464.html', 'https://dblp.uni-trier.de/pid/80/6105.html', 'https://dblp.uni-trier.de/pid/s/RichardEdwinStearns.html'];6;2015;21-34
https://dblp.uni-trier.de/pid/65/3249.html;WIA and the Practice of Theory in Computer Science.;[];1;1996;1-5
https://dblp.uni-trier.de/pid/30/6143.html;Multi-Tilde-Bar Derivatives.;['https://dblp.uni-trier.de/pid/77/3565.html', 'https://dblp.uni-trier.de/pid/06/761.html'];3;2012;321-328
https://dblp.uni-trier.de/pid/30/6143.html;Regular Geometrical Languages and Tiling the Plane.;['https://dblp.uni-trier.de/pid/86/106.html', 'https://dblp.uni-trier.de/pid/16/2622.html'];3;2010;69-78
https://dblp.uni-trier.de/pid/30/6143.html;Small Extended Expressions for Acyclic Automata.;['https://dblp.uni-trier.de/pid/77/3565.html', 'https://dblp.uni-trier.de/pid/06/761.html'];3;2009;198-207
https://dblp.uni-trier.de/pid/30/6143.html;Testing Whether a Binary and Prolongeable Regular Language LIs Geometrical or Not on the Minimal Deterministic Automaton of Pref(L).;['https://dblp.uni-trier.de/pid/86/106.html', 'https://dblp.uni-trier.de/pid/16/2622.html'];3;2008;68-77
https://dblp.uni-trier.de/pid/30/6143.html;Reducing Acyclic Cover Transducers.;['https://dblp.uni-trier.de/pid/50/6237.html', 'https://dblp.uni-trier.de/pid/80/61.html'];3;2007;38-50
https://dblp.uni-trier.de/pid/30/6143.html;Multi-tape Automata with Symbol Classes.;['https://dblp.uni-trier.de/pid/04/692.html', 'https://dblp.uni-trier.de/pid/63/3208.html', 'https://dblp.uni-trier.de/pid/61/5622.html', 'https://dblp.uni-trier.de/pid/73/3270.html'];5;2006;126-136
